Author,and,if,his,for,of,unto,the,lord,be,or,he,shall,it,without,then,upon,thereof,an,by,that,all,is,them,which,with,your,throughout,ye,neither,ought,not,to,do,according,let,him,hath,in,some,from,as,was,forth,where,are,out,they,have,should,when,their,did,make,god,wherein,one,doeth,also,man,whatsoever,these,other,who,but,no,thereon,said,thine,thy,her,more,wherefore,had,because,will,may,there,ever,what,seemeth,thee,thou,my,me,therefore,like,our,now,lest,whereof,abundance,every,whom,many,therefrom,into,didst,therein,moreover,we,much,shalt,were,wherewith,would,cometh,yea,hast,among,say,thus,till,yet,hence,been,again,whither,thyself,being,could,whence,whose,henceforth,himself,seest,how,shouldest,each,inasmuch,downward,whereto,therewith,thence,once,thereby,outward,howsoever,becometh,whereby,must,thereupon,thereunto,became,oft,oftentimes,such,whosoever,underneath,whereunto,those,whensoever,wherewithal,hereof,notwithstanding,verily,whereon,soever,forthwith,than,wheresoever,whoso,upward,a_percentage_use,n_percentage_use,d_percentage_use,i_percentage_use,f_percentage_use,h_percentage_use,s_percentage_use,o_percentage_use,e_percentage_use,r_percentage_use,g_percentage_use,c_percentage_use,p_percentage_use,u_percentage_use,t_percentage_use,l_percentage_use,b_percentage_use,k_percentage_use,m_percentage_use,w_percentage_use,y_percentage_use,v_percentage_use,q_percentage_use,j_percentage_use,z_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Zechariah,2.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09505703422053231,0.06463878326996197,0.060836501901140684,0.045627376425855515,0.015209125475285171,0.09125475285171103,0.06463878326996197,0.07984790874524715,0.11787072243346007,0.057034220532319393,0.0076045627376425855,0.015209125475285171,0.011406844106463879,0.022813688212927757,0.12927756653992395,0.045627376425855515,0.0038022813688212928,0.0038022813688212928,0.022813688212927757,0.030418250950570342,0.015209125475285171,0.0,0.0,0.0,0.0,0.0,64,4.109375,32.0,38.000000000000014
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,16.0,1.0,2.0,0.0,9.0,3.0,11.0,2.0,1.0,0.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07918263090676884,0.07279693486590039,0.05874840357598978,0.0561941251596424,0.019157088122605363,0.08939974457215837,0.05363984674329502,0.06896551724137931,0.13282247765006386,0.0421455938697318,0.019157088122605363,0.021711366538952746,0.01277139208173691,0.031928480204342274,0.0983397190293742,0.021711366538952746,0.01277139208173691,0.0038314176245210726,0.03065134099616858,0.033205619412515965,0.017879948914431672,0.002554278416347382,0.0,0.005108556832694764,0.0,0.0,195,4.015384615384615,19.4,116.98467432950193
Mark,16.0,0.0,2.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1006036217303823,0.0744466800804829,0.07645875251509054,0.03420523138832998,0.022132796780684104,0.07645875251509054,0.07243460764587525,0.056338028169014086,0.16700201207243462,0.028169014084507043,0.006036217303822937,0.012072434607645875,0.014084507042253521,0.01006036217303823,0.08853118712273642,0.028169014084507043,0.018108651911468814,0.014084507042253521,0.03420523138832998,0.02012072434607646,0.02012072434607646,0.01609657947686117,0.0,0.0,0.0,0.0,124,4.008064516129032,20.5,67.98993963782698
Luke,40.0,1.0,5.0,1.0,10.0,8.0,17.0,2.0,2.0,0.0,14.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,9.0,2.0,5.0,1.0,0.0,6.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,18.0,0.0,3.0,0.0,4.0,4.0,8.0,1.0,0.0,1.0,2.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,11.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08682634730538923,0.07425149700598803,0.0592814371257485,0.06107784431137724,0.02035928143712575,0.07544910179640718,0.06347305389221557,0.06706586826347305,0.12095808383233533,0.04251497005988024,0.012574850299401197,0.010778443113772455,0.016766467065868262,0.025149700598802394,0.08862275449101796,0.032335329341317366,0.010179640718562874,0.005389221556886228,0.033532934131736525,0.033532934131736525,0.016167664670658683,0.004191616766467066,0.0,0.0029940119760479044,0.0,0.0,424,3.938679245283019,20.0,244.9634730538922
John,5.0,2.0,4.0,1.0,5.0,4.0,9.0,2.0,1.0,0.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07975460122699386,0.05030674846625767,0.03680981595092025,0.06993865030674846,0.018404907975460124,0.10061349693251534,0.08098159509202454,0.05766871165644172,0.12269938650306748,0.04294478527607362,0.0196319018404908,0.012269938650306749,0.007361963190184049,0.02822085889570552,0.1067484662576687,0.03190184049079755,0.013496932515337423,0.008588957055214725,0.020858895705521473,0.026993865030674847,0.012269938650306749,0.0036809815950920245,0.0,0.006134969325153374,0.0036809815950920245,0.0,198,4.116161616161616,19.8,111.96196319018408
Paul,14.0,2.0,0.0,8.0,12.0,6.0,19.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,13.0,7.0,7.0,5.0,2.0,2.0,1.0,1.0,0.0,5.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,5.0,4.0,21.0,0.0,0.0,10.0,1.0,0.0,0.0,6.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,8.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06471935853379153,0.0836197021764032,0.04066437571592211,0.07445589919816724,0.024627720504009163,0.070446735395189,0.06586483390607102,0.08132875143184422,0.11855670103092783,0.053837342497136315,0.02577319587628866,0.027491408934707903,0.010309278350515464,0.029782359679266894,0.08533791523482245,0.03264604810996564,0.018900343642611683,0.006300114547537228,0.02004581901489118,0.024627720504009163,0.024627720504009163,0.011454753722794959,0.0,0.001718213058419244,0.0,0.0,416,4.197115384615385,20.75,240.9971363115693
Unknown(Hebrews),5.0,0.0,0.0,0.0,5.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10367892976588629,0.07692307692307693,0.06354515050167224,0.043478260869565216,0.020066889632107024,0.08695652173913043,0.033444816053511704,0.07692307692307693,0.11705685618729098,0.05016722408026756,0.016722408026755852,0.043478260869565216,0.010033444816053512,0.016722408026755852,0.09364548494983277,0.05016722408026756,0.016722408026755852,0.006688963210702341,0.010033444816053512,0.030100334448160536,0.010033444816053512,0.016722408026755852,0.0,0.0,0.0,0.0,68,4.397058823529412,22.0,37.9933110367893
James,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693,0.015384615384615385,0.03076923076923077,0.06153846153846154,0.046153846153846156,0.1076923076923077,0.09230769230769231,0.07692307692307693,0.07692307692307693,0.06153846153846154,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.03076923076923077,0.1076923076923077,0.0,0.015384615384615385,0.03076923076923077,0.015384615384615385,0.09230769230769231,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,15,4.333333333333333,15.0,8.999999999999996
Peter,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03361344537815126,0.07563025210084033,0.04201680672268908,0.07563025210084033,0.008403361344537815,0.07563025210084033,0.11764705882352941,0.09243697478991597,0.15126050420168066,0.05042016806722689,0.01680672268907563,0.0,0.008403361344537815,0.03361344537815126,0.06722689075630252,0.03361344537815126,0.03361344537815126,0.0,0.0,0.05042016806722689,0.025210084033613446,0.008403361344537815,0.0,0.0,0.0,0.0,30,3.966666666666667,30.0,16.999999999999996
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
John(R),20.0,0.0,2.0,0.0,4.0,1.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1037567084078712,0.09123434704830054,0.07692307692307693,0.04830053667262969,0.01073345259391771,0.08586762075134168,0.05008944543828265,0.046511627906976744,0.14311270125223613,0.057245080500894455,0.02146690518783542,0.012522361359570662,0.016100178890876567,0.01967799642218247,0.10554561717352415,0.025044722719141325,0.007155635062611807,0.0035778175313059034,0.01967799642218247,0.023255813953488372,0.012522361359570662,0.014311270125223614,0.0017889087656529517,0.0017889087656529517,0.0,0.0,132,4.234848484848484,33.0,75.99821109123435
