Author,and,will,make,thy,to,as,the,of,unto,all,these,in,shall,be,because,that,my,him,his,he,said,is,for,say,lest,should,me,was,upon,it,when,had,been,there,out,with,how,thou,her,what,hast,one,have,shouldest,man,or,then,an,lord,became,which,them,from,much,than,we,thence,again,they,their,by,did,also,not,now,hath,god,thee,wherefore,ye,let,do,no,but,therefore,were,could,some,such,may,according,shalt,into,who,are,if,thine,once,many,yet,whom,every,himself,other,those,moreover,didst,ever,till,throughout,thereof,wherein,neither,your,among,yea,therein,whose,abundance,where,forth,thus,would,without,thyself,more,cometh,being,like,verily,thereupon,outward,whereof,henceforth,underneath,whereby,whereunto,thereby,whence,ought,therewith,notwithstanding,hereof,doeth,thereon,oftentimes,whither,our,upward,hence,each,must,inasmuch,downward,wherewith,whoso,whereto,therefrom,forthwith,thereunto,becometh,oft,a_percentage_use,n_percentage_use,d_percentage_use,i_percentage_use,w_percentage_use,l_percentage_use,m_percentage_use,k_percentage_use,e_percentage_use,t_percentage_use,h_percentage_use,y_percentage_use,s_percentage_use,o_percentage_use,u_percentage_use,p_percentage_use,r_percentage_use,f_percentage_use,v_percentage_use,g_percentage_use,c_percentage_use,b_percentage_use,x_percentage_use,z_percentage_use,j_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,3.0,1.0,1.0,4.0,2.0,0.0,7.0,5.0,4.0,1.0,1.0,0.0,4.0,1.0,1.0,5.0,0.0,3.0,3.0,0.0,3.0,5.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,3.0,1.0,2.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08773903262092239,0.04274465691788527,0.019122609673790775,0.05736782902137233,0.019122609673790775,0.03487064116985377,0.02249718785151856,0.00562429696287964,0.10798650168728909,0.10911136107986502,0.0843644544431946,0.03712035995500562,0.05061867266591676,0.07874015748031496,0.02699662542182227,0.003374578177727784,0.05174353205849269,0.02249718785151856,0.01687289088863892,0.007874015748031496,0.01799775028121485,0.014623172103487065,0.0,0.0,0.0011248593925759281,0.0,223,3.986547085201794,21.8,124.92013498312708
Mark,8.0,0.0,0.0,0.0,4.0,1.0,10.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09398496240601503,0.06203007518796992,0.06203007518796992,0.04887218045112782,0.02443609022556391,0.02443609022556391,0.018796992481203006,0.0037593984962406013,0.11654135338345864,0.10338345864661654,0.12406015037593984,0.011278195488721804,0.041353383458646614,0.06766917293233082,0.020676691729323307,0.0018796992481203006,0.043233082706766915,0.015037593984962405,0.005639097744360902,0.015037593984962405,0.013157894736842105,0.016917293233082706,0.0,0.0,0.0,0.0,134,3.970149253731343,22.166666666666668,82.93421052631577
Luke,49.0,1.0,0.0,1.0,17.0,2.0,29.0,15.0,5.0,4.0,0.0,5.0,0.0,2.0,0.0,7.0,0.0,8.0,7.0,17.0,7.0,6.0,4.0,0.0,0.0,0.0,0.0,6.0,1.0,7.0,2.0,1.0,0.0,2.0,3.0,6.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,5.0,2.0,1.0,2.0,1.0,0.0,6.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,4.0,7.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,5.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09655172413793103,0.06896551724137931,0.06748768472906404,0.05960591133004926,0.027586206896551724,0.03103448275862069,0.027093596059113302,0.0034482758620689655,0.10591133004926108,0.0960591133004926,0.08866995073891626,0.012315270935960592,0.0645320197044335,0.07142857142857142,0.025123152709359605,0.012807881773399015,0.03596059113300493,0.016748768472906402,0.003940886699507389,0.011822660098522168,0.017241379310344827,0.012315270935960592,0.0004926108374384236,0.0004926108374384236,0.00541871921182266,0.0,507,4.003944773175542,24.047619047619047,300.9630541871922
John,16.0,0.0,0.0,4.0,3.0,0.0,20.0,5.0,7.0,0.0,2.0,5.0,0.0,1.0,1.0,8.0,0.0,10.0,1.0,7.0,4.0,4.0,4.0,0.0,1.0,0.0,4.0,8.0,0.0,4.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09893704006541292,0.06295993458708095,0.05396565821749796,0.0580539656582175,0.04088307440719542,0.028618152085036794,0.035977105478331974,0.008994276369582993,0.13164349959116925,0.10793131643499591,0.0874897792313982,0.013900245298446443,0.05478331970564186,0.056418642681929684,0.02698282910874898,0.013900245298446443,0.03434178250204415,0.016353229762878167,0.004088307440719542,0.009811937857726901,0.011447260834014717,0.017170891251022075,0.0,0.0,0.007358953393295176,0.0,308,3.970779220779221,21.928571428571427,165.98201144726087
Paul,13.0,6.0,4.0,0.0,10.0,6.0,28.0,20.0,7.0,1.0,0.0,5.0,6.0,6.0,2.0,13.0,6.0,4.0,4.0,10.0,2.0,4.0,7.0,3.0,0.0,0.0,2.0,2.0,1.0,8.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,4.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,6.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,2.0,0.0,3.0,11.0,0.0,5.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07659574468085106,0.054787234042553194,0.034574468085106384,0.054787234042553194,0.02925531914893617,0.045744680851063826,0.026063829787234042,0.006382978723404255,0.12819148936170213,0.10372340425531915,0.09680851063829787,0.01648936170212766,0.06223404255319149,0.08031914893617022,0.026063829787234042,0.01276595744680851,0.052127659574468084,0.026063829787234042,0.009574468085106383,0.018617021276595744,0.018617021276595744,0.015957446808510637,0.0005319148936170213,0.0005319148936170213,0.0005319148936170213,0.0,458,4.104803493449782,22.85,275.99734042553195
Unknown,2.0,1.0,0.0,0.0,2.0,3.0,5.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06923076923076923,0.05384615384615385,0.023076923076923078,0.07307692307692308,0.03461538461538462,0.03076923076923077,0.011538461538461539,0.0038461538461538464,0.13076923076923078,0.07692307692307693,0.09615384615384616,0.019230769230769232,0.08846153846153847,0.09615384615384616,0.023076923076923078,0.007692307692307693,0.05,0.046153846153846156,0.015384615384615385,0.011538461538461539,0.023076923076923078,0.007692307692307693,0.0,0.0,0.0038461538461538464,0.0,68,3.823529411764706,22.666666666666668,37.99615384615386
James,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06382978723404255,0.0851063829787234,0.05319148936170213,0.05319148936170213,0.02127659574468085,0.02127659574468085,0.07446808510638298,0.0,0.1702127659574468,0.13829787234042554,0.06382978723404255,0.02127659574468085,0.02127659574468085,0.06382978723404255,0.0,0.0425531914893617,0.02127659574468085,0.02127659574468085,0.010638297872340425,0.02127659574468085,0.010638297872340425,0.010638297872340425,0.0,0.0,0.0,0.0,27,3.4814814814814814,26.0,17.989361702127653
Peter,1.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04201680672268908,0.05042016806722689,0.03361344537815126,0.05042016806722689,0.008403361344537815,0.01680672268907563,0.008403361344537815,0.0,0.13445378151260504,0.1092436974789916,0.07563025210084033,0.01680672268907563,0.05042016806722689,0.11764705882352941,0.05042016806722689,0.01680672268907563,0.08403361344537816,0.03361344537815126,0.008403361344537815,0.025210084033613446,0.01680672268907563,0.03361344537815126,0.0,0.0,0.008403361344537815,0.0,32,3.71875,32.0,17.99159663865546
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
