Author,and,if,he,be,not,much,then,shall,one,for,to,make,an,him,of,with,or,such,as,is,the,other,them,his,unto,lord,some,it,upon,that,into,in,whom,whose,which,when,ye,your,me,there,were,they,all,are,than,out,again,without,those,hath,thereof,forth,moreover,was,because,but,let,say,man,from,every,himself,what,also,have,her,did,among,by,their,according,god,therefore,neither,said,our,we,do,had,throughout,wherewith,my,been,now,thy,who,yet,thou,will,thee,how,may,thus,no,ever,shalt,wherein,thyself,thereby,thine,yea,like,being,more,became,wherefore,becometh,doeth,therein,should,whereof,whither,many,hast,these,must,lest,oft,once,cometh,would,abundance,thereupon,outward,shouldest,henceforth,underneath,till,whereby,whereunto,whence,where,ought,therewith,notwithstanding,could,hereof,thereon,oftentimes,thence,upward,didst,hence,each,inasmuch,verily,downward,whoso,whereto,therefrom,forthwith,thereunto,a_percentage_use,n_percentage_use,d_percentage_use,i_percentage_use,f_percentage_use,h_percentage_use,e_percentage_use,b_percentage_use,p_percentage_use,o_percentage_use,r_percentage_use,c_percentage_use,t_percentage_use,g_percentage_use,s_percentage_use,m_percentage_use,u_percentage_use,l_percentage_use,k_percentage_use,w_percentage_use,v_percentage_use,y_percentage_use,j_percentage_use,z_percentage_use,x_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Zechariah,3.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060240963855421686,0.05622489959839357,0.03614457831325301,0.06827309236947791,0.024096385542168676,0.08835341365461848,0.14859437751004015,0.012048192771084338,0.028112449799196786,0.06827309236947791,0.05622489959839357,0.008032128514056224,0.08433734939759036,0.020080321285140562,0.0963855421686747,0.008032128514056224,0.028112449799196786,0.06827309236947791,0.0,0.01606425702811245,0.020080321285140562,0.004016064257028112,0.0,0.0,0.0,0.0,62,4.016129032258065,31.0,36.99999999999999
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,17.0,0.0,5.0,6.0,3.0,0.0,2.0,4.0,1.0,1.0,2.0,0.0,0.0,3.0,8.0,0.0,1.0,0.0,0.0,1.0,13.0,0.0,1.0,3.0,7.0,1.0,2.0,2.0,1.0,8.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08803165182987141,0.06528189910979229,0.04253214638971316,0.06231454005934718,0.017804154302670624,0.08902077151335312,0.11374876360039565,0.016815034619188922,0.01483679525222552,0.06824925816023739,0.040553907022749754,0.01483679525222552,0.09594460929772503,0.013847675568743818,0.076162215628091,0.024727992087042534,0.026706231454005934,0.03758654797230465,0.006923837784371909,0.011869436201780416,0.009891196834817012,0.013847675568743818,0.00791295746785361,0.0,0.0,0.0,251,4.027888446215139,24.9,143.95944609297723
Mark,15.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,6.0,3.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102803738317757,0.07289719626168224,0.05420560747663551,0.05420560747663551,0.022429906542056073,0.06728971962616823,0.14392523364485982,0.011214953271028037,0.011214953271028037,0.06728971962616823,0.056074766355140186,0.014953271028037384,0.08598130841121496,0.013084112149532711,0.07663551401869159,0.03364485981308411,0.024299065420560748,0.022429906542056073,0.005607476635514018,0.026168224299065422,0.007476635514018692,0.013084112149532711,0.009345794392523364,0.0,0.003738317757009346,0.0,131,4.083969465648855,21.833333333333332,73.00000000000001
Luke,32.0,0.0,16.0,3.0,3.0,0.0,1.0,0.0,0.0,3.0,8.0,0.0,1.0,2.0,13.0,4.0,0.0,0.0,3.0,2.0,15.0,0.0,13.0,5.0,6.0,0.0,0.0,5.0,1.0,8.0,1.0,8.0,2.0,0.0,4.0,1.0,6.0,1.0,2.0,0.0,3.0,7.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07838616714697406,0.07031700288184438,0.057060518731988474,0.06051873198847262,0.025360230547550433,0.08357348703170028,0.12853025936599424,0.014985590778097982,0.019596541786743516,0.05763688760806916,0.043227665706051875,0.011527377521613832,0.08818443804034583,0.016138328530259365,0.06051873198847262,0.03342939481268011,0.02478386167146974,0.027089337175792507,0.00345821325648415,0.017867435158501442,0.005187319884726225,0.022478386167146973,0.004034582132564841,0.0,0.0,0.0,420,4.130952380952381,19.80952380952381,231.95389048991356
John,18.0,1.0,3.0,1.0,6.0,0.0,6.0,0.0,4.0,1.0,1.0,0.0,0.0,5.0,11.0,3.0,0.0,0.0,0.0,0.0,23.0,1.0,4.0,5.0,8.0,0.0,0.0,3.0,0.0,4.0,1.0,5.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,1.0,0.0,7.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07533234859675036,0.06646971935007386,0.050221565731166914,0.06942392909896603,0.01846381093057607,0.0915805022156573,0.12703101920236337,0.00812407680945347,0.02141802067946824,0.06499261447562776,0.03840472673559823,0.01624815361890694,0.11078286558345643,0.014032496307237814,0.07459379615952733,0.026587887740029542,0.0258493353028065,0.025110782865583457,0.0103397341211226,0.026587887740029542,0.00812407680945347,0.011816838995568686,0.005908419497784343,0.0,0.0,0.0,328,4.128048780487805,23.285714285714285,180.9874446085672
Paul,13.0,1.0,3.0,4.0,10.0,0.0,0.0,1.0,3.0,6.0,9.0,0.0,2.0,0.0,18.0,2.0,3.0,3.0,1.0,5.0,28.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,7.0,1.0,29.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0,1.0,0.0,4.0,1.0,5.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07072905331882481,0.07562568008705114,0.03536452665941241,0.08269858541893363,0.028291621327529923,0.06800870511425462,0.1267682263329706,0.02013057671381937,0.014145810663764961,0.07562568008705114,0.05984766050054407,0.020674646354733407,0.08868335146898804,0.016866158868335146,0.06637649619151251,0.023939064200217627,0.026115342763873776,0.036996735582154515,0.008161044613710556,0.025571273122959738,0.008705114254624592,0.015778019586507073,0.001632208922742111,0.0,0.001632208922742111,0.000544069640914037,468,3.927350427350427,23.25,235.9989118607182
Unknown,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06020066889632107,0.06020066889632107,0.04013377926421405,0.07023411371237458,0.020066889632107024,0.0903010033444816,0.13712374581939799,0.030100334448160536,0.013377926421404682,0.06020066889632107,0.05016722408026756,0.013377926421404682,0.11036789297658862,0.016722408026755852,0.08361204013377926,0.016722408026755852,0.016722408026755852,0.05016722408026756,0.0033444816053511705,0.023411371237458192,0.016722408026755852,0.013377926421404682,0.0,0.0,0.0,0.0,62,4.82258064516129,20.666666666666668,37.99665551839466
James,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.11,0.06,0.06,0.07,0.04,0.11,0.03,0.01,0.09,0.04,0.01,0.06,0.01,0.04,0.04,0.0,0.06,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,28,3.5714285714285716,28.0,17.0
Peter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043478260869565216,0.10434782608695652,0.05217391304347826,0.06956521739130435,0.017391304347826087,0.06956521739130435,0.12173913043478261,0.02608695652173913,0.0,0.09565217391304348,0.05217391304347826,0.008695652173913044,0.09565217391304348,0.017391304347826087,0.06956521739130435,0.034782608695652174,0.034782608695652174,0.034782608695652174,0.0,0.02608695652173913,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.0,0.0,0.0,25,4.6,25.0,12.999999999999998
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
