Author,or,man,that,is,hath,in,his,be,no,of,the,shall,to,lord,by,he,not,god,and,unto,because,my,for,do,them,it,all,they,from,those,which,me,say,your,among,upon,him,what,whoso,whose,whereby,may,whom,such,with,when,himself,therewith,therefore,lest,if,there,an,but,also,have,her,as,thereof,then,their,will,ye,without,therein,these,make,thou,neither,forth,one,out,are,must,into,ever,throughout,became,was,had,said,some,we,like,our,every,now,than,upward,were,thee,thy,would,thine,let,ought,according,did,thus,could,again,who,each,yea,yet,wherein,should,didst,more,doeth,hast,many,wherefore,wherewith,where,shalt,moreover,been,till,cometh,thence,being,whereof,other,forthwith,thereunto,thereupon,outward,shouldest,henceforth,underneath,whereunto,abundance,thereby,whence,notwithstanding,hereof,thereon,oftentimes,thyself,whither,much,hence,inasmuch,verily,once,downward,how,whereto,therefrom,becometh,oft,o_percentage_use,r_percentage_use,a_percentage_use,m_percentage_use,n_percentage_use,t_percentage_use,h_percentage_use,i_percentage_use,s_percentage_use,b_percentage_use,k_percentage_use,e_percentage_use,f_percentage_use,d_percentage_use,c_percentage_use,w_percentage_use,l_percentage_use,y_percentage_use,u_percentage_use,v_percentage_use,p_percentage_use,g_percentage_use,j_percentage_use,q_percentage_use,x_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Zechariah,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,13.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0798611111111111,0.027777777777777776,0.08680555555555555,0.013888888888888888,0.04861111111111111,0.14930555555555555,0.12152777777777778,0.027777777777777776,0.08680555555555555,0.006944444444444444,0.0,0.125,0.0625,0.03819444444444445,0.017361111111111112,0.0,0.041666666666666664,0.010416666666666666,0.024305555555555556,0.006944444444444444,0.013888888888888888,0.003472222222222222,0.006944444444444444,0.0,0.0,0.0,72,4.0,36.0,45.0
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,2.0,1.0,6.0,2.0,0.0,6.0,2.0,2.0,0.0,13.0,18.0,4.0,2.0,0.0,1.0,2.0,1.0,0.0,10.0,7.0,1.0,1.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07156133828996282,0.031598513011152414,0.05762081784386617,0.03531598513011153,0.06319702602230483,0.10130111524163568,0.08178438661710037,0.05762081784386617,0.06133828996282528,0.010223048327137546,0.00929368029739777,0.13940520446096655,0.02973977695167286,0.03531598513011153,0.026022304832713755,0.015799256505576207,0.03345724907063197,0.00929368029739777,0.02695167286245353,0.008364312267657992,0.008364312267657992,0.012081784386617101,0.0037174721189591076,0.0,0.0009293680297397769,0.0,258,4.170542635658915,25.6,140.93029739776946
Mark,0.0,2.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,3.0,9.0,2.0,0.0,15.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056640625,0.03125,0.09375,0.033203125,0.078125,0.08203125,0.08984375,0.072265625,0.064453125,0.009765625,0.01171875,0.1015625,0.015625,0.080078125,0.021484375,0.013671875,0.03515625,0.021484375,0.029296875,0.00390625,0.015625,0.009765625,0.001953125,0.0,0.0,0.0,133,3.8496240601503757,22.166666666666668,85.97265625
Luke,2.0,4.0,5.0,2.0,2.0,7.0,4.0,2.0,0.0,16.0,30.0,0.0,9.0,1.0,3.0,6.0,0.0,6.0,47.0,5.0,0.0,0.0,1.0,0.0,6.0,2.0,6.0,5.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,5.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06712113266911379,0.04457262716308338,0.09176717357105402,0.029365495542737284,0.07918196119559517,0.08337703198741479,0.07393812270582066,0.058206607236497114,0.04929208180388044,0.01048767697954903,0.007865757734661772,0.13686418458311483,0.01782905086523335,0.06502359727320399,0.014682747771368642,0.02464604090194022,0.04299947561615102,0.015731515469323543,0.02149973780807551,0.007865757734661772,0.025170424750917672,0.023072889355007866,0.004195070791819612,0.0,0.0005243838489774515,0.001048767697954903,467,4.083511777301927,22.142857142857142,253.99632931305715
John,0.0,1.0,7.0,2.0,0.0,3.0,3.0,2.0,0.0,15.0,27.0,2.0,6.0,1.0,1.0,7.0,3.0,0.0,24.0,2.0,1.0,0.0,3.0,0.0,1.0,3.0,0.0,8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,4.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06117989803350328,0.05753823743627094,0.08448652585579024,0.02112163146394756,0.055353241077931534,0.09905316824471959,0.09104151493080845,0.050254916241806266,0.05753823743627094,0.016023306627822288,0.009468317552804079,0.14930808448652585,0.02403495994173343,0.045884923525127456,0.026219956300072834,0.028404952658412235,0.02986161689730517,0.018936635105608158,0.029133284777858703,0.005098324836125273,0.01747997086671522,0.011653313911143482,0.00873998543335761,0.0,0.0007283321194464676,0.0,331,4.148036253776435,23.642857142857142,185.99854333576116
Paul,2.0,1.0,11.0,3.0,2.0,8.0,0.0,6.0,1.0,20.0,47.0,2.0,10.0,0.0,14.0,5.0,8.0,6.0,10.0,3.0,1.0,0.0,7.0,4.0,2.0,3.0,2.0,4.0,1.0,0.0,5.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,3.0,0.0,5.0,0.0,0.0,6.0,3.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07110890104425659,0.05271009448035803,0.06613625062158131,0.02187966185977126,0.04823470909995027,0.0989557434112382,0.08552958727001492,0.07807061163600199,0.061163600198906015,0.024365987071108902,0.005967180507210343,0.13326703132769765,0.037294878170064646,0.033316757831924414,0.02187966185977126,0.03281949278965689,0.034311287916459474,0.02187966185977126,0.02536051715564396,0.011437095972153158,0.0069617105917454,0.018896071606166086,0.0069617105917454,0.0,0.0,0.0,493,4.0791075050709935,24.65,281.9985082048732
Unknown,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11160714285714286,0.05803571428571429,0.05357142857142857,0.022321428571428572,0.0625,0.09375,0.07589285714285714,0.08035714285714286,0.05357142857142857,0.017857142857142856,0.004464285714285714,0.11160714285714286,0.044642857142857144,0.044642857142857144,0.026785714285714284,0.026785714285714284,0.03125,0.008928571428571428,0.03571428571428571,0.004464285714285714,0.013392857142857142,0.013392857142857142,0.0,0.0,0.0,0.0,58,3.8620689655172415,19.333333333333332,36.995535714285715
James,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09722222222222222,0.05555555555555555,0.05555555555555555,0.020833333333333332,0.06944444444444445,0.11805555555555555,0.0625,0.08333333333333333,0.05555555555555555,0.013888888888888888,0.0,0.1388888888888889,0.04861111111111111,0.041666666666666664,0.006944444444444444,0.013888888888888888,0.034722222222222224,0.013888888888888888,0.041666666666666664,0.0,0.0,0.020833333333333332,0.0,0.006944444444444444,0.0,0.0,39,3.6923076923076925,39.0,19.0
Peter,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06451612903225806,0.0967741935483871,0.06451612903225806,0.0,0.0967741935483871,0.08064516129032258,0.04032258064516129,0.11290322580645161,0.04838709677419355,0.024193548387096774,0.008064516129032258,0.11290322580645161,0.016129032258064516,0.024193548387096774,0.016129032258064516,0.016129032258064516,0.07258064516129033,0.016129032258064516,0.024193548387096774,0.016129032258064516,0.0,0.04838709677419355,0.0,0.0,0.0,0.0,24,5.166666666666667,24.0,12.999999999999998
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
