Author,and,the,lord,said,unto,thy,that,thou,must,in,of,may,him,shalt,with,will,whither,they,to,be,among,them,me,my,which,have,then,shall,from,many,say,are,not,these,upon,because,our,god,is,for,all,other,now,therefore,ye,it,their,when,into,as,out,he,thee,had,an,were,your,there,yet,been,how,much,more,do,his,without,thus,hath,according,her,did,was,no,didst,but,whom,hast,what,those,also,man,would,make,lest,should,neither,one,being,himself,or,where,let,ever,if,wherewith,forth,yea,every,who,thine,again,by,thereof,like,abundance,underneath,we,thereon,wherein,therefrom,throughout,whose,became,could,ought,therewith,thyself,than,notwithstanding,wherefore,such,till,moreover,some,each,whereunto,thence,once,therein,whereof,cometh,whereby,doeth,shouldest,whence,thereupon,upward,whoso,becometh,verily,outward,thereby,downward,whereto,forthwith,thereunto,henceforth,hereof,hence,oftentimes,oft,inasmuch,a_percentage_use,n_percentage_use,d_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,l_percentage_use,o_percentage_use,r_percentage_use,s_percentage_use,i_percentage_use,u_percentage_use,m_percentage_use,b_percentage_use,y_percentage_use,p_percentage_use,c_percentage_use,j_percentage_use,v_percentage_use,f_percentage_use,g_percentage_use,w_percentage_use,k_percentage_use,x_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Haggai,75,143,35.0,4.0,4.0,0.0,11,0.0,0.0,25,71,0.0,1.0,0.0,11.0,13.0,0.0,2.0,14,9.0,2.0,1.0,2.0,2.0,2.0,3.0,5.0,6.0,8,0.0,1.0,1.0,7.0,1.0,11.0,1.0,0.0,3.0,17.0,7.0,7,0.0,7.0,2.0,15.0,14.0,5.0,4.0,1.0,4.0,3.0,1.0,3.0,1.0,1.0,3.0,5.0,4.0,5.0,0.0,1.0,2.0,0.0,2.0,4.0,0.0,5.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07371286005897029,0.068496257654797,0.049444318439555456,0.10161034248128828,0.08845543207076434,0.12043547289634837,0.039237922431390335,0.08958947607167159,0.05239283284191427,0.061011567248809254,0.06396008165116807,0.024948968019959175,0.01610342481288274,0.01451576321161261,0.02222726241778181,0.01610342481288274,0.012474484009979588,0.0031753232025402587,0.005897028804717623,0.026536629621229303,0.018598321614878656,0.020866409616693126,0.0052166024041732815,0.0004536176003628941,0.0,0.0015876616012701294,1139,3.870939420544337,29.86842105263158,647.9970514855977
Zechariah,32,49,11.0,0.0,6.0,0.0,14,0.0,0.0,14,27,0.0,0.0,0.0,0.0,3.0,0.0,3.0,9,19.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,30.0,5,0.0,0.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,9,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09920424403183024,0.06790450928381962,0.034482758620689655,0.10185676392572944,0.09071618037135279,0.13050397877984085,0.0753315649867374,0.06896551724137931,0.04190981432360743,0.06153846153846154,0.04456233421750663,0.027586206896551724,0.023342175066312996,0.01856763925729443,0.011671087533156498,0.01856763925729443,0.01273209549071618,0.005305039787798408,0.004774535809018567,0.02546419098143236,0.015915119363395226,0.010610079575596816,0.004774535809018567,0.0,0.0,0.0,469,4.019189765458422,35.84615384615385,294.9962864721487
Malachi,103,144,49.0,3.0,15.0,6.0,37,2.0,0.0,25,72,3.0,10.0,0.0,15.0,23.0,0.0,9.0,16,18.0,4.0,10.0,9.0,15.0,4.0,26.0,4.0,34.0,6,2.0,11.0,7.0,21.0,0.0,4.0,2.0,1.0,9.0,19.0,24.0,7,0.0,5.0,4.0,47.0,15.0,1.0,3.0,1.0,8.0,4.0,21.0,5.0,1.0,6.0,0.0,19.0,3.0,8.0,4.0,0.0,1.0,1.0,5.0,20.0,0.0,2.0,8.0,1.0,1.0,2.0,7.0,1.0,0.0,10.0,4.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,1.0,3.0,4.0,8.0,0.0,0.0,3.0,3.0,1.0,1.0,7.0,1.0,1.0,4.0,3.0,3.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,13.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843609865470852,0.06151905829596412,0.047365470852017935,0.09389013452914798,0.08352017937219731,0.13172645739910313,0.04498318385650224,0.07539237668161435,0.05815582959641256,0.05913677130044843,0.056894618834080715,0.026905829596412557,0.022281390134529146,0.014013452914798207,0.02648542600896861,0.011911434977578475,0.014714125560538117,0.001961883408071749,0.011631165919282512,0.02914798206278027,0.01499439461883408,0.021580717488789238,0.0049047085201793725,0.0,0.0004204035874439462,0.0,1793,3.9799219185722254,32.54545454545455,1077.9978979820626
Matthew,117,130,3.0,17.0,26.0,0.0,30,6.0,0.0,14,43,0.0,50.0,0.0,14.0,7.0,0.0,45.0,24,11.0,3.0,17.0,3.0,5.0,10.0,6.0,11.0,4.0,11,5.0,5.0,0.0,7.0,0.0,4.0,2.0,1.0,6.0,13.0,11.0,6,2.0,7.0,3.0,10.0,13.0,1.0,16.0,8.0,10.0,4.0,31.0,1.0,11.0,0.0,12.0,1.0,10.0,1.0,0.0,1.0,0.0,1.0,2.0,20.0,0.0,0.0,1.0,0.0,0.0,6.0,20.0,0.0,0.0,4.0,3.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,7.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08280069726902964,0.06435212085996514,0.054038349796629866,0.09413131900058105,0.08497966298663567,0.1368390470656595,0.03588030214991284,0.06362579895409645,0.046484601975595584,0.05883207437536316,0.06159209761766415,0.02295177222545032,0.02876234747239977,0.012492736780941312,0.02222545031958164,0.015107495642068565,0.020918070889018012,0.004648460197559558,0.008715862870424172,0.019029633933759442,0.01757699012202208,0.026292852992446252,0.006827425915165601,0.0002905287623474724,0.000726321905868681,0.0002905287623474724,1684,4.087885985748218,20.691358024691358,923.9904125508427
Mark,143,119,2.0,15.0,26.0,1.0,27,11.0,0.0,15,48,1.0,61.0,1.0,21.0,5.0,0.0,47.0,27,5.0,3.0,24.0,2.0,3.0,11.0,1.0,4.0,13.0,6,4.0,3.0,0.0,11.0,2.0,3.0,2.0,0.0,5.0,9.0,8.0,2,2.0,4.0,0.0,10.0,14.0,6.0,15.0,7.0,6.0,10.0,44.0,2.0,15.0,1.0,6.0,1.0,6.0,1.0,3.0,1.0,0.0,1.0,2.0,11.0,1.0,0.0,1.0,0.0,1.0,3.0,24.0,0.0,0.0,12.0,4.0,1.0,7.0,0.0,5.0,6.0,0.0,0.0,0.0,2.0,4.0,8.0,2.0,2.0,0.0,3.0,3.0,1.0,2.0,0.0,1.0,0.0,3.0,4.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08678828081813156,0.07200110558319514,0.05486456605859591,0.0954947484798231,0.08941404090657822,0.1312880044223328,0.03454947484798231,0.059425096738529574,0.04463792150359314,0.05652294085129906,0.06370923161967938,0.02404643449419569,0.028468767274737423,0.012576008844665561,0.020867882808181314,0.015063571033720288,0.020591487009397457,0.003316749585406302,0.007877280265339967,0.017412935323383085,0.01810392482034273,0.028330569375345494,0.006909894969596462,0.00041459369817578774,0.00013819789939192924,0.000552791597567717,1747,4.1419576416714365,20.761904761904763,979.9933665008293
Luke,141,119,1.0,10.0,16.0,0.0,26,3.0,2.0,17,62,0.0,10.0,0.0,18.0,2.0,0.0,47.0,46,11.0,4.0,14.0,7.0,1.0,11.0,12.0,6.0,6.0,8,4.0,1.0,1.0,18.0,3.0,2.0,7.0,4.0,10.0,9.0,13.0,10,1.0,4.0,2.0,5.0,17.0,8.0,35.0,13.0,9.0,10.0,15.0,5.0,24.0,2.0,19.0,1.0,10.0,2.0,1.0,0.0,3.0,2.0,0.0,6.0,0.0,2.0,2.0,0.0,2.0,0.0,23.0,8.0,0.0,13.0,5.0,0.0,1.0,2.0,6.0,6.0,3.0,0.0,4.0,11.0,3.0,5.0,2.0,2.0,4.0,3.0,4.0,0.0,3.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,7.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09023759694694078,0.07558783700603225,0.05699864582050966,0.0924535270220362,0.07928105379785794,0.13492552012803152,0.03397759448479626,0.06894004678074603,0.04604210267142681,0.06204604210267143,0.05342853625507817,0.0300381632401822,0.021789979071771513,0.011941400960236366,0.018096762279945833,0.017727440600763266,0.02252862243013665,0.0011079650375477041,0.008617505847593254,0.02043579958143543,0.016250153884032992,0.02794534039148098,0.006278468546103656,0.00184660839591284,0.0002462144527883787,0.0,1954,4.15711361310133,24.70886075949367,1061.9987689277361
John,62,76,5.0,1.0,8.0,2.0,11,1.0,1.0,11,47,2.0,9.0,0.0,1.0,1.0,0.0,7.0,6,12.0,0.0,4.0,6.0,1.0,9.0,2.0,1.0,17.0,2,0.0,2.0,8.0,3.0,6.0,0.0,0.0,1.0,9.0,9.0,10.0,2,0.0,0.0,0.0,0.0,12.0,2.0,1.0,4.0,3.0,3.0,10.0,0.0,2.0,1.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,7.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07408616187989556,0.06527415143603134,0.040796344647519585,0.10704960835509138,0.09595300261096605,0.1295691906005222,0.04308093994778068,0.06886422976501305,0.05221932114882506,0.057767624020887726,0.0639686684073107,0.015992167101827676,0.022193211488250653,0.014033942558746737,0.020561357702349868,0.010117493472584857,0.014360313315926894,0.0022845953002610967,0.0097911227154047,0.029699738903394255,0.02121409921671018,0.016318537859007835,0.007506527415143603,0.0006527415143603133,0.0009791122715404699,0.00032637075718015666,780,3.928205128205128,26.79310344827586,458.9846605744126
Paul,37,31,6.0,0.0,13.0,8.0,31,7.0,0.0,26,27,4.0,3.0,0.0,6.0,2.0,0.0,6.0,34,21.0,0.0,4.0,10.0,7.0,7.0,10.0,0.0,2.0,2,0.0,3.0,4.0,11.0,3.0,0.0,1.0,10.0,8.0,8.0,14.0,12,0.0,3.0,3.0,0.0,3.0,5.0,1.0,0.0,5.0,0.0,8.0,17.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,3.0,2.0,3.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,4.0,0.0,11.0,3.0,1.0,0.0,0.0,5.0,4.0,2.0,0.0,0.0,3.0,0.0,2.0,3.0,3.0,2.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07065980346279832,0.07042583060364997,0.03603182030884417,0.09499298081422555,0.06948993916705662,0.12166588675713617,0.039541413196069256,0.085634066448292,0.055217594759007955,0.05966307908282639,0.06738418343472158,0.0343940102948058,0.022929340196537203,0.02152550304164717,0.019653720168460457,0.014740290126345344,0.021759475900795508,0.003743565746373421,0.013804398689751989,0.02152550304164717,0.02503509592887225,0.02152550304164717,0.005147402901263453,0.0007019185774450163,0.0004679457182966776,0.0004679457182966776,973,4.392600205549845,18.32075471698113,524.9981282171267
Unknown,3,8,1.0,0.0,1.0,0.0,5,0.0,0.0,4,5,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06299212598425197,0.04330708661417323,0.025590551181102362,0.10236220472440945,0.08267716535433071,0.12598425196850394,0.047244094488188976,0.09448818897637795,0.0688976377952756,0.047244094488188976,0.05708661417322835,0.03937007874015748,0.017716535433070866,0.015748031496062992,0.031496062992125984,0.00984251968503937,0.015748031496062992,0.003937007874015748,0.015748031496062992,0.025590551181102362,0.025590551181102362,0.031496062992125984,0.007874015748031496,0.001968503937007874,0.0,0.0,125,4.064,20.833333333333332,66.0
James,14,16,2.0,0.0,0.0,0.0,3,0.0,0.0,1,8,1.0,9.0,0.0,1.0,0.0,0.0,1.0,2,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,3,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10099889012208657,0.07658157602663707,0.03107658157602664,0.09100998890122086,0.08435072142064373,0.1220865704772475,0.042175360710321866,0.06326304106548279,0.06881243063263041,0.04772475027746948,0.05993340732519423,0.023307436182019976,0.03218645948945616,0.01553829078801332,0.038845726970033294,0.01220865704772475,0.017758046614872364,0.0011098779134295228,0.014428412874583796,0.029966703662597113,0.01220865704772475,0.00776914539400666,0.004439511653718091,0.0011098779134295228,0.0,0.0,228,3.9517543859649122,25.333333333333332,133.99889012208655
Peter,70,112,15.0,0.0,20.0,0.0,43,0.0,1.0,40,72,3.0,7.0,0.0,21.0,4.0,0.0,21.0,37,25.0,3.0,17.0,1.0,4.0,9.0,11.0,2.0,17.0,10,1.0,0.0,19.0,16.0,11.0,2.0,0.0,9.0,9.0,17.0,22.0,9,1.0,4.0,1.0,18.0,5.0,7.0,4.0,3.0,18.0,2.0,4.0,0.0,1.0,5.0,8.0,6.0,4.0,0.0,1.0,1.0,1.0,1.0,3.0,11.0,2.0,0.0,6.0,4.0,1.0,0.0,4.0,1.0,0.0,17.0,5.0,0.0,1.0,2.0,7.0,4.0,0.0,4.0,1.0,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,11.0,0.0,1.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07002129925452609,0.0709531416400426,0.03913738019169329,0.09544728434504793,0.07215122470713525,0.12872736954206604,0.041001064962726305,0.07601171458998936,0.05910543130990415,0.06256656017039404,0.05950479233226837,0.03154952076677316,0.02156549520766773,0.01637380191693291,0.020899893503727368,0.014110756123535677,0.019568690095846646,0.0023961661341853034,0.01371139510117146,0.02476038338658147,0.02489350372736954,0.02422790202342918,0.007454739084132056,0.0007987220447284345,0.00013312034078807243,0.0,1700,4.418823529411765,25.328358208955223,913.9970713525029
Jude,25,40,7.0,1.0,8.0,0.0,7,0.0,0.0,13,31,0.0,3.0,0.0,5.0,1.0,0.0,9.0,11,4.0,1.0,6.0,1.0,0.0,6.0,4.0,0.0,0.0,2,0.0,0.0,7.0,5.0,6.0,1.0,1.0,5.0,5.0,2.0,8.0,5,0.0,2.0,1.0,4.0,1.0,8.0,3.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06711647727272728,0.06818181818181818,0.04261363636363636,0.09090909090909091,0.06498579545454546,0.13458806818181818,0.03870738636363636,0.08025568181818182,0.05965909090909091,0.061079545454545456,0.05859375,0.033380681818181816,0.022727272727272728,0.013849431818181818,0.02130681818181818,0.01455965909090909,0.020951704545454544,0.00390625,0.015980113636363636,0.028764204545454544,0.024857954545454544,0.02130681818181818,0.008167613636363636,0.0014204545454545455,0.0,0.0,613,4.593800978792822,24.48,306.99786931818176
