Author,and,the,of,in,they,from,which,is,thence,other,that,cometh,out,for,wherefore,it,said,lord,what,he,did,to,upon,whereof,unto,will,them,then,ye,by,with,their,let,me,thy,we,not,into,or,but,be,would,his,all,him,was,these,thereof,who,had,say,there,hath,thee,thou,have,thus,were,shalt,do,as,didst,because,many,now,shall,are,therefore,may,whom,again,god,your,yet,more,than,whatsoever,if,my,also,an,her,being,when,where,no,hast,thine,ever,according,forth,how,man,make,should,those,whose,hence,thyself,been,among,himself,much,moreover,became,like,every,one,neither,without,whoso,our,yea,therein,whither,henceforth,could,whereunto,whereto,whence,whereby,wherein,lest,each,inasmuch,downward,abundance,seest,therewith,once,thereby,shouldest,outward,howsoever,throughout,becometh,till,thereon,must,thereupon,doeth,thereunto,wherewith,oft,oftentimes,such,whosoever,underneath,whensoever,wherewithal,seemeth,hereof,notwithstanding,verily,whereon,soever,forthwith,some,therefrom,wheresoever,upward,ought,a_percentage_use,n_percentage_use,d_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,c_percentage_use,i_percentage_use,l_percentage_use,r_percentage_use,o_percentage_use,f_percentage_use,s_percentage_use,w_percentage_use,p_percentage_use,b_percentage_use,y_percentage_use,j_percentage_use,u_percentage_use,m_percentage_use,g_percentage_use,v_percentage_use,z_percentage_use,k_percentage_use,x_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Zechariah,0.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07547169811320754,0.0440251572327044,0.03773584905660377,0.08176100628930817,0.07547169811320754,0.13836477987421383,0.025157232704402517,0.0440251572327044,0.03773584905660377,0.06918238993710692,0.11320754716981132,0.050314465408805034,0.05660377358490566,0.018867924528301886,0.012578616352201259,0.018867924528301886,0.031446540880503145,0.0,0.012578616352201259,0.018867924528301886,0.012578616352201259,0.012578616352201259,0.0,0.006289308176100629,0.0,0.0,41,3.8780487804878048,20.5,18.993710691823892
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,9.0,21.0,10.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08087291399229782,0.0693196405648267,0.05391527599486521,0.07702182284980745,0.0821566110397946,0.13478818998716302,0.019255455712451863,0.06418485237483953,0.02053915275994865,0.06803594351732992,0.07060333761232349,0.024390243902439025,0.06803594351732992,0.021822849807445442,0.005134788189987163,0.012836970474967908,0.014120667522464698,0.0025673940949935813,0.024390243902439025,0.019255455712451863,0.023106546854942234,0.011553273427471117,0.0,0.005134788189987163,0.0,0.0,194,4.015463917525773,19.3,116.97304236200259
Mark,11.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,3.0,0.0,0.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07806691449814127,0.06691449814126393,0.03903345724907063,0.08364312267657993,0.07806691449814127,0.12639405204460966,0.00929368029739777,0.07063197026022305,0.03531598513011153,0.03903345724907063,0.06319702602230483,0.01858736059479554,0.07434944237918216,0.031598513011152414,0.007434944237918215,0.00929368029739777,0.03345724907063197,0.0055762081784386614,0.024163568773234202,0.026022304832713755,0.016728624535315983,0.01486988847583643,0.0,0.0037174721189591076,0.0,0.0018587360594795538,131,4.106870229007634,21.833333333333332,80.95724907063197
Luke,47.0,38.0,19.0,4.0,17.0,4.0,1.0,2.0,1.0,0.0,5.0,0.0,2.0,3.0,0.0,4.0,5.0,4.0,1.0,10.0,0.0,11.0,2.0,0.0,7.0,0.0,8.0,1.0,0.0,2.0,5.0,6.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,6.0,1.0,0.0,3.0,1.0,6.0,13.0,1.0,0.0,0.0,9.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,5.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09848484848484848,0.07531194295900179,0.06372549019607843,0.09224598930481283,0.0873440285204991,0.13413547237076648,0.0196078431372549,0.040998217468805706,0.024509803921568627,0.053475935828877004,0.07308377896613191,0.017379679144385027,0.05303030303030303,0.026292335115864526,0.017825311942959002,0.012923351158645277,0.019162210338680926,0.004456327985739751,0.024955436720142603,0.026737967914438502,0.01871657754010695,0.004010695187165776,0.0,0.0066844919786096255,0.00089126559714795,0.0,545,4.1174311926605505,25.80952380952381,310.9959893048126
John,17.0,20.0,6.0,3.0,1.0,0.0,4.0,0.0,0.0,1.0,7.0,0.0,1.0,3.0,0.0,4.0,1.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,5.0,0.0,1.0,6.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,8.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08383838383838384,0.06565656565656566,0.050505050505050504,0.11313131313131314,0.09393939393939393,0.11414141414141414,0.022222222222222223,0.06767676767676768,0.022222222222222223,0.044444444444444446,0.06767676767676768,0.021212121212121213,0.07373737373737374,0.031313131313131314,0.030303030303030304,0.00404040404040404,0.005050505050505051,0.007070707070707071,0.022222222222222223,0.020202020202020204,0.011111111111111112,0.007070707070707071,0.0,0.00808080808080808,0.00101010101010101,0.0,245,4.040816326530612,24.1,127.98787878787881
Paul,17.0,22.0,14.0,10.0,2.0,1.0,6.0,6.0,0.0,1.0,6.0,0.0,0.0,8.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,3.0,0.0,0.0,8.0,0.0,1.0,0.0,2.0,3.0,4.0,2.0,5.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,11.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,2.0,1.0,3.0,10.0,2.0,3.0,1.0,1.0,5.0,3.0,0.0,0.0,0.0,6.0,5.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07102993404363267,0.0684931506849315,0.0380517503805175,0.08269913749365804,0.07711821410451547,0.13343480466768137,0.0182648401826484,0.0639269406392694,0.0410958904109589,0.06494165398274987,0.07559614408929477,0.026382546930492135,0.059868087265347536,0.024860476915271434,0.012683916793505834,0.019279553526128868,0.0243531202435312,0.004058853373921867,0.026382546930492135,0.0213089802130898,0.0228310502283105,0.012683916793505834,0.0005073566717402334,0.008117706747843734,0.0,0.0005073566717402334,451,4.370288248337029,22.55,245.99847792998472
Unknown(Hebrews),1.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1072961373390558,0.04721030042918455,0.055793991416309016,0.06866952789699571,0.0815450643776824,0.13733905579399142,0.034334763948497854,0.07296137339055794,0.030042918454935622,0.04721030042918455,0.060085836909871244,0.03862660944206009,0.060085836909871244,0.02575107296137339,0.017167381974248927,0.02145922746781116,0.012875536480686695,0.0,0.02145922746781116,0.030042918454935622,0.017167381974248927,0.012875536480686695,0.0,0.0,0.0,0.0,58,4.017241379310345,19.333333333333332,33.99999999999999
James,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05405405405405406,0.06756756756756757,0.02702702702702703,0.1891891891891892,0.10810810810810811,0.10810810810810811,0.013513513513513514,0.10810810810810811,0.04054054054054054,0.04054054054054054,0.02702702702702703,0.0,0.06756756756756757,0.013513513513513514,0.02702702702702703,0.0,0.02702702702702703,0.0,0.04054054054054054,0.0,0.0,0.02702702702702703,0.0,0.013513513513513514,0.0,0.0,18,4.111111111111111,18.0,10.000000000000002
Peter,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619047619047616,0.07142857142857142,0.0,0.14285714285714285,0.08333333333333333,0.14285714285714285,0.011904761904761904,0.08333333333333333,0.011904761904761904,0.047619047619047616,0.07142857142857142,0.023809523809523808,0.05952380952380952,0.023809523809523808,0.011904761904761904,0.0,0.03571428571428571,0.0,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.011904761904761904,0.0,0.023809523809523808,0.011904761904761904,0.0,22,3.8181818181818183,22.0,12.988095238095243
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
John(R),9.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06756756756756757,0.06531531531531531,0.06756756756756757,0.04954954954954955,0.0945945945945946,0.1373873873873874,0.02027027027027027,0.060810810810810814,0.0472972972972973,0.08558558558558559,0.07657657657657657,0.02252252252252252,0.05405405405405406,0.024774774774774775,0.0045045045045045045,0.013513513513513514,0.009009009009009009,0.0022522522522522522,0.038288288288288286,0.02027027027027027,0.02027027027027027,0.01126126126126126,0.0,0.0022522522522522522,0.0,0.0045045045045045045,105,4.228571428571429,26.25,56.00000000000001
