Author,but,thou,shalt,the,of,and,all,thereof,that,to,it,they,shall,unto,when,is,be,cometh,their,every,man,by,his,throughout,there,no,upon,did,according,lord,with,those,were,them,do,him,then,in,an,these,forth,which,one,as,are,not,among,also,whom,he,had,may,out,have,from,therefore,because,for,me,upward,was,said,we,will,ye,seemeth,into,who,hath,let,your,now,my,whose,or,therewith,hast,neither,ought,god,make,lest,thy,whatsoever,could,thee,her,thus,say,thyself,yet,been,other,till,thereon,without,wherewith,thine,many,didst,himself,henceforth,some,abundance,moreover,our,would,where,yea,if,should,whoso,what,whence,such,like,more,hence,thence,ever,again,much,wherefore,how,doeth,verily,each,inasmuch,downward,whereto,seest,wherein,whereof,once,thereby,shouldest,being,outward,howsoever,becometh,whereby,must,thereupon,thereunto,became,oft,oftentimes,whither,whosoever,underneath,whereunto,whensoever,wherewithal,hereof,therein,notwithstanding,whereon,soever,forthwith,than,therefrom,wheresoever,b_percentage_use,u_percentage_use,t_percentage_use,h_percentage_use,o_percentage_use,s_percentage_use,a_percentage_use,l_percentage_use,p_percentage_use,i_percentage_use,n_percentage_use,e_percentage_use,v_percentage_use,r_percentage_use,c_percentage_use,f_percentage_use,m_percentage_use,y_percentage_use,d_percentage_use,g_percentage_use,w_percentage_use,k_percentage_use,j_percentage_use,x_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Zechariah,1.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034782608695652174,0.030434782608695653,0.07391304347826087,0.08260869565217391,0.07391304347826087,0.06521739130434782,0.10869565217391304,0.06086956521739131,0.008695652173913044,0.0782608695652174,0.06956521739130435,0.10434782608695652,0.008695652173913044,0.0391304347826087,0.004347826086956522,0.02608695652173913,0.017391304347826087,0.004347826086956522,0.06086956521739131,0.008695652173913044,0.021739130434782608,0.008695652173913044,0.008695652173913044,0.0,0.0,0.0,60,3.8333333333333335,30.0,36.0
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,4.0,9.0,6.0,6.0,2.0,14.0,1.0,0.0,5.0,2.0,0.0,0.0,1.0,7.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,6.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012168141592920354,0.04092920353982301,0.10508849557522124,0.09070796460176991,0.07079646017699115,0.05641592920353982,0.07743362831858407,0.03761061946902655,0.011061946902654867,0.051991150442477874,0.06415929203539823,0.09845132743362832,0.007743362831858407,0.033185840707964605,0.015486725663716814,0.015486725663716814,0.032079646017699116,0.015486725663716814,0.048672566371681415,0.016592920353982302,0.012168141592920354,0.0055309734513274336,0.00331858407079646,0.0,0.0,0.0,221,4.090497737556561,21.8,127.92256637168141
Mark,1.0,0.0,0.0,4.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007712082262210797,0.02056555269922879,0.08997429305912596,0.08226221079691516,0.05398457583547558,0.05141388174807198,0.09768637532133675,0.038560411311053984,0.007712082262210797,0.05398457583547558,0.06683804627249357,0.12596401028277635,0.005141388174807198,0.04113110539845758,0.012853470437017995,0.02570694087403599,0.04113110539845758,0.012853470437017995,0.03598971722365039,0.017994858611825194,0.012853470437017995,0.002570694087403599,0.002570694087403599,0.0,0.0,0.0,89,4.370786516853933,14.666666666666666,46.90745501285347
Luke,2.0,0.0,0.0,42.0,27.0,50.0,2.0,0.0,5.0,11.0,5.0,14.0,2.0,2.0,3.0,2.0,3.0,0.0,2.0,1.0,3.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,6.0,0.0,9.0,3.0,8.0,1.0,1.0,0.0,5.0,0.0,3.0,0.0,6.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01141552511415525,0.025570776255707764,0.08721461187214612,0.07488584474885844,0.06757990867579909,0.06712328767123288,0.08767123287671233,0.0410958904109589,0.023287671232876714,0.0593607305936073,0.07214611872146119,0.13059360730593608,0.006392694063926941,0.04337899543378995,0.02511415525114155,0.024200913242009132,0.027853881278538814,0.02237442922374429,0.0547945205479452,0.01780821917808219,0.021917808219178082,0.0031963470319634705,0.0027397260273972603,0.0009132420091324201,0.00045662100456621003,0.0,511,4.285714285714286,24.285714285714285,286.9990867579908
John,1.0,2.0,0.0,15.0,1.0,9.0,0.0,0.0,10.0,0.0,2.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,3.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,7.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,10.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008045977011494253,0.02413793103448276,0.09655172413793103,0.09655172413793103,0.06206896551724138,0.04827586206896552,0.07701149425287357,0.0367816091954023,0.009195402298850575,0.05172413793103448,0.054022988505747126,0.12413793103448276,0.011494252873563218,0.03908045977011494,0.005747126436781609,0.02528735632183908,0.0367816091954023,0.029885057471264367,0.026436781609195402,0.006896551724137931,0.020689655172413793,0.016091954022988506,0.0011494252873563218,0.0,0.0,0.0,232,3.75,23.0,129.9080459770115
Paul,5.0,0.0,0.0,22.0,13.0,12.0,3.0,0.0,8.0,10.0,0.0,4.0,6.0,6.0,1.0,4.0,9.0,0.0,0.0,2.0,5.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,3.0,0.0,0.0,2.0,1.0,4.0,1.0,16.0,1.0,0.0,0.0,1.0,0.0,6.0,3.0,5.0,0.0,1.0,1.0,7.0,0.0,1.0,0.0,4.0,3.0,1.0,0.0,9.0,2.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,3.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017522658610271902,0.03746223564954683,0.08580060422960725,0.07915407854984895,0.08338368580060423,0.06706948640483383,0.06646525679758308,0.04652567975830816,0.013293051359516616,0.06646525679758308,0.05981873111782477,0.11782477341389729,0.009667673716012085,0.0634441087613293,0.03202416918429003,0.03081570996978852,0.024773413897280966,0.01812688821752266,0.03323262839879154,0.014501510574018127,0.021148036253776436,0.004229607250755287,0.005438066465256798,0.0,0.0,0.0,406,4.0763546798029555,20.3,243.99818731117827
Unknown(Hebrews),0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008333333333333333,0.041666666666666664,0.07083333333333333,0.09583333333333334,0.058333333333333334,0.06666666666666667,0.09583333333333334,0.03333333333333333,0.0125,0.075,0.06666666666666667,0.10416666666666667,0.025,0.07083333333333333,0.029166666666666667,0.029166666666666667,0.004166666666666667,0.0125,0.0375,0.025,0.03333333333333333,0.004166666666666667,0.0,0.0,0.0,0.0,59,4.067796610169491,19.666666666666668,28.0
James,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01818181818181818,0.01818181818181818,0.16363636363636364,0.05454545454545454,0.05454545454545454,0.05454545454545454,0.12727272727272726,0.01818181818181818,0.01818181818181818,0.03636363636363636,0.07272727272727272,0.14545454545454545,0.0,0.05454545454545454,0.01818181818181818,0.03636363636363636,0.01818181818181818,0.0,0.05454545454545454,0.0,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,13,4.230769230769231,13.0,3.9999999999999996
Peter,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044444444444444446,0.044444444444444446,0.07777777777777778,0.044444444444444446,0.06666666666666667,0.05555555555555555,0.07777777777777778,0.011111111111111112,0.022222222222222223,0.05555555555555555,0.05555555555555555,0.15555555555555556,0.0,0.12222222222222222,0.0,0.06666666666666667,0.0,0.03333333333333333,0.044444444444444446,0.011111111111111112,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,21,4.285714285714286,21.0,14.999999999999996
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
John(R),0.0,1.0,0.0,9.0,6.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011312217194570135,0.01809954751131222,0.083710407239819,0.07013574660633484,0.08144796380090498,0.04751131221719457,0.08144796380090498,0.06108597285067873,0.013574660633484163,0.04072398190045249,0.08144796380090498,0.1493212669683258,0.027149321266968326,0.049773755656108594,0.00904977375565611,0.038461538461538464,0.020361990950226245,0.013574660633484163,0.049773755656108594,0.029411764705882353,0.01583710407239819,0.0022624434389140274,0.0022624434389140274,0.0,0.0,0.0,104,4.25,26.0,53.99773755656111
