Author,and,they,who,in,his,there,one,that,had,the,for,he,of,these,were,with,when,was,them,unto,himself,by,which,is,all,also,again,out,to,him,from,forth,god,said,be,hath,thine,into,thy,me,thyself,have,lord,will,not,lest,thou,shouldest,say,let,their,what,my,hast,no,shall,but,now,if,it,thee,whereby,an,each,upon,whom,shalt,yet,those,whose,may,her,do,as,whence,whither,because,man,every,wherefore,make,many,neither,more,wherein,we,our,then,according,your,throughout,did,notwithstanding,other,should,therefore,thence,like,therefrom,are,or,ye,how,thereof,being,abundance,ever,where,doeth,yea,till,among,than,been,without,cometh,thus,therewith,moreover,becometh,must,verily,some,would,much,therein,whereof,didst,thereupon,outward,henceforth,became,underneath,whereunto,thereby,ought,could,hereof,thereon,oftentimes,upward,hence,inasmuch,once,downward,wherewith,such,whoso,whereto,forthwith,thereunto,oft,a_percentage_use,n_percentage_use,d_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,y_percentage_use,o_percentage_use,k_percentage_use,l_percentage_use,b_percentage_use,r_percentage_use,m_percentage_use,s_percentage_use,w_percentage_use,i_percentage_use,g_percentage_use,p_percentage_use,c_percentage_use,f_percentage_use,v_percentage_use,u_percentage_use,z_percentage_use,x_percentage_use,j_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Zechariah,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09595959595959595,0.050505050505050504,0.06060606060606061,0.10101010101010101,0.0707070707070707,0.09595959595959595,0.015151515151515152,0.09595959595959595,0.005050505050505051,0.045454545454545456,0.005050505050505051,0.05555555555555555,0.04040404040404041,0.06565656565656566,0.03535353535353535,0.045454545454545456,0.025252525252525252,0.0,0.015151515151515152,0.020202020202020204,0.0,0.03535353535353535,0.005050505050505051,0.0,0.015151515151515152,0.0,47,4.212765957446808,23.5,26.000000000000007
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,12.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,12.0,1.0,7.0,10.0,1.0,1.0,0.0,3.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,8.0,9.0,2.0,0.0,2.0,3.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07007125890736342,0.0688836104513064,0.057007125890736345,0.09738717339667459,0.07482185273159145,0.13182897862232779,0.014251781472684086,0.07482185273159145,0.0023752969121140144,0.029691211401425176,0.022565320665083134,0.032066508313539195,0.032066508313539195,0.057007125890736345,0.022565320665083134,0.05938242280285035,0.0166270783847981,0.019002375296912115,0.011876484560570071,0.027315914489311165,0.011876484560570071,0.029691211401425176,0.0035629453681710215,0.0,0.00831353919239905,0.0,214,3.9345794392523366,21.4,123.97505938242278
Mark,12.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,9.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09071729957805907,0.07805907172995781,0.056962025316455694,0.08016877637130802,0.08860759493670886,0.11814345991561181,0.014767932489451477,0.06962025316455696,0.008438818565400843,0.0379746835443038,0.004219409282700422,0.03375527426160337,0.04430379746835443,0.05485232067510549,0.014767932489451477,0.06329113924050633,0.016877637130801686,0.016877637130801686,0.02531645569620253,0.016877637130801686,0.004219409282700422,0.03375527426160337,0.0,0.002109704641350211,0.002109704641350211,0.0,116,4.086206896551724,19.333333333333332,72.97679324894516
Luke,39.0,3.0,1.0,9.0,5.0,0.0,1.0,9.0,0.0,32.0,2.0,11.0,24.0,2.0,4.0,4.0,1.0,1.0,7.0,12.0,0.0,0.0,3.0,6.0,5.0,2.0,0.0,0.0,11.0,10.0,1.0,3.0,4.0,6.0,8.0,4.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,5.0,0.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,8.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09461426491994178,0.07423580786026202,0.04512372634643377,0.10237748665696264,0.08733624454148471,0.11935953420669577,0.016496846191169336,0.07423580786026202,0.0038816108685104317,0.03153808830664726,0.015526443474041727,0.051431344007763224,0.024260067928190198,0.05967976710334789,0.024745269286754003,0.06356137797185832,0.01601164483260553,0.01455604075691412,0.017467248908296942,0.021834061135371178,0.006307617661329452,0.024260067928190198,0.0024260067928190197,0.001455604075691412,0.002911208151382824,0.0,496,4.155241935483871,23.523809523809526,306.9956331877729
John,10.0,1.0,0.0,6.0,5.0,1.0,1.0,13.0,0.0,15.0,0.0,6.0,7.0,3.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,0.0,2.0,2.0,5.0,2.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591016548463357,0.06855791962174941,0.04885736800630418,0.10323089046493301,0.0851063829787234,0.14184397163120568,0.01182033096926714,0.06698187549251379,0.0031520882584712374,0.03546099290780142,0.017336485421591805,0.03152088258471237,0.02364066193853428,0.05831363278171789,0.018124507486209612,0.05988967691095351,0.016548463356973995,0.007880220646178092,0.013396375098502758,0.01260835303388495,0.022852639873916468,0.02206461780929866,0.0007880220646178094,0.0,0.002364066193853428,0.0,300,4.23,21.142857142857142,161.93144208037828
Paul,9.0,1.0,1.0,7.0,4.0,1.0,13.0,9.0,1.0,25.0,13.0,0.0,14.0,0.0,5.0,0.0,3.0,4.0,1.0,6.0,0.0,19.0,3.0,9.0,4.0,2.0,0.0,0.0,7.0,2.0,2.0,0.0,6.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,6.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,5.0,0.0,5.0,0.0,11.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06379585326953748,0.08027644869750133,0.046251993620414676,0.07761828814460393,0.06485911749069644,0.14088250930356194,0.019138755980861243,0.08506113769271664,0.000531632110579479,0.028708133971291867,0.022860180754917598,0.05263157894736842,0.029771398192450824,0.05847953216374269,0.023923444976076555,0.06113769271664009,0.024455077086656035,0.005847953216374269,0.02658160552897395,0.03455608718766613,0.009569377990430622,0.03242955874534822,0.0,0.001063264221158958,0.00531632110579479,0.0,460,4.089130434782609,22.85,277.9957469431151
Unknown,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,5.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07220216606498195,0.07220216606498195,0.036101083032490974,0.1299638989169675,0.09386281588447654,0.09386281588447654,0.010830324909747292,0.09025270758122744,0.007220216606498195,0.032490974729241874,0.007220216606498195,0.04332129963898917,0.036101083032490974,0.05776173285198556,0.02888086642599278,0.06859205776173286,0.01444043321299639,0.010830324909747292,0.018050541516245487,0.02527075812274368,0.007220216606498195,0.036101083032490974,0.0,0.0,0.0036101083032490976,0.0,70,3.9571428571428573,23.333333333333332,42.996389891696765
James,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08928571428571429,0.08928571428571429,0.017857142857142856,0.16071428571428573,0.125,0.10714285714285714,0.017857142857142856,0.07142857142857142,0.017857142857142856,0.07142857142857142,0.0,0.05357142857142857,0.017857142857142856,0.017857142857142856,0.0,0.05357142857142857,0.017857142857142856,0.0,0.017857142857142856,0.03571428571428571,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,15,3.7333333333333334,15.0,11.999999999999996
Peter,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07051282051282051,0.05128205128205128,0.03205128205128205,0.11538461538461539,0.09615384615384616,0.08974358974358974,0.01282051282051282,0.08333333333333333,0.0,0.019230769230769232,0.019230769230769232,0.07692307692307693,0.019230769230769232,0.038461538461538464,0.00641025641025641,0.08333333333333333,0.038461538461538464,0.03205128205128205,0.019230769230769232,0.038461538461538464,0.0,0.05128205128205128,0.0,0.0,0.00641025641025641,0.0,36,4.333333333333333,36.0,20.000000000000007
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
