Author,if,there,be,among,man,that,is,not,by,of,him,then,shall,he,out,the,but,it,when,cometh,himself,with,and,into,again,thou,shalt,have,also,without,whither,forth,upon,thy,thyself,therewith,which,from,thee,for,lord,god,in,to,thine,therefore,no,unto,his,one,where,or,these,are,may,all,will,would,according,as,hast,hath,her,because,some,let,an,neither,do,them,ye,what,did,were,whom,lest,every,thence,they,should,many,like,say,my,such,how,therein,their,thus,ought,had,said,now,me,wherefore,was,those,ever,make,moreover,yet,whose,being,more,seest,we,became,thereof,your,forthwith,whosoever,thereon,who,abundance,our,yea,notwithstanding,throughout,whereof,been,must,wherein,whatsoever,didst,each,inasmuch,downward,whereto,once,other,thereby,shouldest,outward,hence,howsoever,becometh,whereby,henceforth,till,thereupon,doeth,thereunto,wherewith,oft,oftentimes,underneath,whereunto,whence,much,wherewithal,whensoever,seemeth,hereof,verily,whereon,soever,could,than,therefrom,wheresoever,whoso,upward,i_percentage_use,f_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,r_percentage_use,b_percentage_use,a_percentage_use,m_percentage_use,o_percentage_use,n_percentage_use,g_percentage_use,y_percentage_use,u_percentage_use,s_percentage_use,c_percentage_use,l_percentage_use,d_percentage_use,p_percentage_use,w_percentage_use,v_percentage_use,k_percentage_use,q_percentage_use,j_percentage_use,x_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Zechariah,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06716417910447761,0.041044776119402986,0.11194029850746269,0.08582089552238806,0.11567164179104478,0.033582089552238806,0.018656716417910446,0.08208955223880597,0.018656716417910446,0.07462686567164178,0.05223880597014925,0.011194029850746268,0.022388059701492536,0.014925373134328358,0.048507462686567165,0.022388059701492536,0.07462686567164178,0.05970149253731343,0.014925373134328358,0.007462686567164179,0.011194029850746268,0.0037313432835820895,0.0,0.0037313432835820895,0.0,0.0,67,4.0,33.5,40.99626865671642
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,1.0,0.0,2.0,0.0,1.0,4.0,6.0,2.0,0.0,4.0,6.0,2.0,1.0,9.0,0.0,11.0,1.0,1.0,0.0,1.0,0.0,2.0,20.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06395348837209303,0.018604651162790697,0.09069767441860466,0.07790697674418605,0.11976744186046512,0.03488372093023256,0.009302325581395349,0.0941860465116279,0.03604651162790698,0.05232558139534884,0.06744186046511629,0.012790697674418604,0.02441860465116279,0.01744186046511628,0.06511627906976744,0.012790697674418604,0.023255813953488372,0.056976744186046514,0.01627906976744186,0.020930232558139535,0.005813953488372093,0.0069767441860465115,0.0,0.004651162790697674,0.0011627906976744186,0.0,216,3.9814814814814814,21.5,111.93372093023254
Mark,1.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,16.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04963235294117647,0.014705882352941176,0.09558823529411764,0.08455882352941177,0.12316176470588236,0.042279411764705885,0.009191176470588236,0.09375,0.025735294117647058,0.05330882352941176,0.06433823529411764,0.012867647058823529,0.016544117647058824,0.027573529411764705,0.04963235294117647,0.01838235294117647,0.03860294117647059,0.04963235294117647,0.02022058823529412,0.027573529411764705,0.0055147058823529415,0.003676470588235294,0.0,0.003676470588235294,0.001838235294117647,0.001838235294117647,132,4.121212121212121,21.833333333333332,68.93382352941174
Luke,1.0,2.0,3.0,1.0,2.0,12.0,0.0,1.0,3.0,14.0,5.0,1.0,1.0,7.0,1.0,26.0,3.0,1.0,4.0,0.0,0.0,7.0,21.0,0.0,0.0,3.0,0.0,5.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,1.0,7.0,3.0,0.0,3.0,8.0,12.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05470675209462789,0.025135534746180386,0.09857072449482504,0.07688516510596353,0.13405618531296204,0.04879250862493839,0.010349926071956629,0.0842779694430754,0.024149827501232134,0.07146377525874816,0.07195662888122227,0.019714144898965006,0.020699852143913258,0.032528339083292265,0.05372104484967965,0.02661409561360276,0.03449975357318876,0.04090685066535239,0.014785608674223755,0.032035485460818136,0.009364218827008379,0.0049285362247412515,0.0004928536224741252,0.005421389847215377,0.0014785608674223755,0.0004928536224741252,468,4.335470085470085,22.238095238095237,250.99802858551007
John,2.0,1.0,2.0,0.0,1.0,11.0,8.0,2.0,0.0,5.0,4.0,0.0,1.0,7.0,1.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,14.0,4.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06042654028436019,0.023696682464454975,0.09834123222748815,0.08056872037914692,0.14454976303317535,0.034360189573459717,0.015402843601895734,0.06635071090047394,0.015402843601895734,0.09123222748815166,0.06990521327014218,0.022511848341232227,0.0071090047393364926,0.026066350710900472,0.06516587677725119,0.011848341232227487,0.04265402843601896,0.0533175355450237,0.008293838862559242,0.027251184834123223,0.02843601895734597,0.002369668246445498,0.0,0.002369668246445498,0.0,0.0,228,3.7017543859649122,22.8,139.99763033175353
Paul,6.0,1.0,5.0,0.0,3.0,12.0,6.0,7.0,0.0,17.0,6.0,0.0,3.0,7.0,1.0,21.0,7.0,1.0,0.0,0.0,3.0,6.0,14.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,5.0,4.0,3.0,4.0,8.0,0.0,2.0,2.0,5.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06315789473684211,0.03684210526315789,0.09941520467836257,0.07660818713450293,0.12222222222222222,0.06140350877192982,0.016374269005847954,0.07543859649122807,0.023976608187134502,0.07602339181286549,0.06257309941520468,0.018128654970760234,0.016374269005847954,0.03274853801169591,0.06432748538011696,0.013450292397660818,0.042105263157894736,0.04152046783625731,0.009941520467836258,0.021637426900584796,0.014035087719298246,0.004093567251461989,0.0011695906432748538,0.0011695906432748538,0.0005847953216374269,0.0,400,4.275,19.85,225.99532163742688
Unknown(Hebrews),0.0,0.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06343283582089553,0.014925373134328358,0.12313432835820895,0.09328358208955224,0.14925373134328357,0.0708955223880597,0.022388059701492536,0.09701492537313433,0.011194029850746268,0.055970149253731345,0.05223880597014925,0.018656716417910446,0.014925373134328358,0.011194029850746268,0.048507462686567165,0.033582089552238806,0.011194029850746268,0.04477611940298507,0.007462686567164179,0.026119402985074626,0.026119402985074626,0.0,0.0,0.0037313432835820895,0.0,0.0,61,4.39344262295082,20.333333333333332,38.00000000000001
James,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06153846153846154,0.03076923076923077,0.1076923076923077,0.09230769230769231,0.1076923076923077,0.07692307692307693,0.03076923076923077,0.07692307692307693,0.015384615384615385,0.09230769230769231,0.046153846153846156,0.03076923076923077,0.03076923076923077,0.015384615384615385,0.06153846153846154,0.015384615384615385,0.046153846153846156,0.03076923076923077,0.015384615384615385,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,15,4.333333333333333,15.0,9.999999999999996
Peter,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05333333333333334,0.013333333333333334,0.1,0.06666666666666667,0.15333333333333332,0.05333333333333334,0.03333333333333333,0.04,0.02,0.08666666666666667,0.04,0.02666666666666667,0.04,0.06,0.04666666666666667,0.02,0.05333333333333334,0.04,0.006666666666666667,0.013333333333333334,0.013333333333333334,0.006666666666666667,0.0,0.006666666666666667,0.0,0.0,34,4.411764705882353,34.0,18.993333333333332
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
John(R),0.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,0.0,4.0,1.0,1.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06534090909090909,0.03409090909090909,0.11079545454545454,0.08522727272727272,0.125,0.0625,0.02556818181818182,0.08522727272727272,0.014204545454545454,0.08238636363636363,0.07670454545454546,0.019886363636363636,0.019886363636363636,0.014204545454545454,0.03409090909090909,0.011363636363636364,0.05397727272727273,0.03125,0.005681818181818182,0.019886363636363636,0.005681818181818182,0.008522727272727272,0.0,0.0,0.0,0.0,92,3.8260869565217392,22.75,56.99147727272728
