Author,shall,be,throughout,your,the,of,lord,where,will,to,there,unto,thee,and,with,by,my,also,his,me,in,among,their,god,they,that,them,forth,out,may,thou,shalt,make,an,upon,it,thereof,for,is,thereon,every,when,he,ye,no,neither,once,then,man,one,are,from,not,more,than,therein,into,or,ever,him,moreover,much,therewith,all,other,like,said,these,each,some,as,which,according,have,thereupon,do,verily,therefore,doeth,but,were,had,did,her,whom,thence,those,was,now,how,wherefore,we,thy,again,yet,if,should,say,didst,thine,let,our,because,thus,who,hast,whose,himself,yea,hath,till,without,would,being,became,what,been,thyself,cometh,lest,many,becometh,oft,could,such,outward,shouldest,whereof,henceforth,underneath,whereby,whereunto,abundance,thereby,whence,ought,notwithstanding,hereof,oftentimes,whither,wherein,upward,hence,must,inasmuch,downward,wherewith,whoso,whereto,therefrom,forthwith,thereunto,t_percentage_use,h_percentage_use,i_percentage_use,s_percentage_use,a_percentage_use,l_percentage_use,b_percentage_use,e_percentage_use,c_percentage_use,o_percentage_use,n_percentage_use,u_percentage_use,r_percentage_use,f_percentage_use,g_percentage_use,y_percentage_use,d_percentage_use,w_percentage_use,m_percentage_use,p_percentage_use,k_percentage_use,q_percentage_use,v_percentage_use,z_percentage_use,j_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Zechariah,4.0,1.0,0.0,1.0,9.0,5.0,4.0,0.0,1.0,5.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099644128113879,0.09252669039145907,0.046263345195729534,0.042704626334519574,0.08896797153024912,0.07473309608540925,0.014234875444839857,0.1103202846975089,0.014234875444839857,0.10676156583629894,0.06405693950177936,0.014234875444839857,0.03558718861209965,0.03558718861209965,0.0071174377224199285,0.02491103202846975,0.05693950177935943,0.010676156583629894,0.028469750889679714,0.014234875444839857,0.0035587188612099642,0.0,0.0035587188612099642,0.0035587188612099642,0.0071174377224199285,0.0,77,3.6493506493506493,38.5,53.00000000000001
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,0.0,0.0,0.0,1.0,18.0,6.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,14.0,1.0,3.0,0.0,2.0,4.0,0.0,3.0,2.0,0.0,0.0,2.0,8.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,6.0,0.0,0.0,1.0,10.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09245960502692999,0.0933572710951526,0.05026929982046679,0.05475763016157989,0.06552962298025135,0.01615798922800718,0.010771992818671455,0.1436265709156194,0.018850987432675045,0.06373429084380611,0.05834829443447038,0.018850987432675045,0.05296229802513465,0.019748653500897665,0.010771992818671455,0.02154398563734291,0.05026929982046679,0.02244165170556553,0.017953321364452424,0.00718132854578097,0.004488330341113106,0.0,0.00807899461400359,0.0,0.0008976660682226212,0.0008976660682226212,258,4.317829457364341,25.6,134.90394973070016
Mark,0.0,1.0,0.0,0.0,11.0,6.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,12.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10775862068965517,0.10057471264367816,0.05459770114942529,0.06465517241379311,0.08189655172413793,0.022988505747126436,0.017241379310344827,0.14224137931034483,0.027298850574712645,0.0603448275862069,0.05890804597701149,0.021551724137931036,0.05603448275862069,0.020114942528735632,0.015804597701149427,0.021551724137931036,0.04597701149425287,0.028735632183908046,0.022988505747126436,0.010057471264367816,0.004310344827586207,0.0,0.007183908045977011,0.0,0.0028735632183908046,0.0028735632183908046,163,4.269938650306749,27.166666666666668,95.9985632183908
Luke,8.0,3.0,0.0,1.0,29.0,10.0,4.0,0.0,0.0,5.0,0.0,9.0,7.0,28.0,2.0,1.0,0.0,0.0,1.0,0.0,7.0,1.0,4.0,1.0,11.0,11.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,4.0,13.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10369163952225842,0.0988056460369164,0.054831704668838216,0.05374592833876222,0.0732899022801303,0.033659066232356136,0.01031487513572204,0.13463626492942454,0.019001085776330078,0.06623235613463627,0.0743756786102063,0.02714440825190011,0.029315960912052116,0.011943539630836048,0.01520086862106406,0.02823018458197611,0.04343105320304017,0.02008686210640608,0.02823018458197611,0.011943539630836048,0.0054288816503800215,0.0,0.010857763300760043,0.0,0.002171552660152009,0.0,461,3.995661605206074,21.80952380952381,268.956568946797
John,1.0,2.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,9.0,2.0,0.0,2.0,1.0,4.0,8.0,3.0,1.0,4.0,1.0,5.0,13.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09929632525410477,0.09304143862392494,0.05629397967161845,0.06333072713057075,0.07193119624706802,0.028928850664581705,0.014855355746677092,0.14464425332290853,0.013291634089132134,0.06802189210320563,0.05942142298670837,0.02580140734949179,0.040656763096168884,0.017982799061767005,0.013291634089132134,0.013291634089132134,0.046129788897576234,0.020328381548084442,0.03205629397967162,0.011727912431587178,0.007036747458952306,0.0,0.018764659890539485,0.0,0.006254886630179828,0.0,313,4.086261980830671,22.285714285714285,172.96637998436282
Paul,7.0,5.0,0.0,1.0,29.0,19.0,1.0,0.0,1.0,3.0,5.0,0.0,0.0,17.0,1.0,0.0,0.0,5.0,1.0,0.0,9.0,0.0,0.0,3.0,3.0,10.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,13.0,0.0,3.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,6.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10006027727546715,0.07293550331525014,0.07655213984327909,0.07474382157926461,0.09041591320072333,0.04159132007233273,0.019288728149487643,0.11030741410488246,0.017480409885473176,0.08016877637130802,0.0644966847498493,0.024110910186859555,0.062085593731163354,0.02230259192284509,0.014466546112115732,0.020494273658830622,0.04159132007233273,0.0216998191681736,0.018685955394816153,0.011452682338758288,0.0054249547920434,0.0012055455093429777,0.006630500301386378,0.0,0.0,0.0006027727546714888,411,4.036496350364963,20.5,238.99879445449068
Unknown,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11336032388663968,0.07692307692307693,0.044534412955465584,0.06072874493927125,0.06477732793522267,0.020242914979757085,0.02834008097165992,0.17408906882591094,0.02834008097165992,0.07692307692307693,0.06477732793522267,0.04048582995951417,0.05668016194331984,0.020242914979757085,0.012145748987854251,0.024291497975708502,0.020242914979757085,0.012145748987854251,0.032388663967611336,0.008097165991902834,0.004048582995951417,0.0,0.016194331983805668,0.0,0.0,0.0,54,4.574074074074074,18.0,38.0
James,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10416666666666667,0.020833333333333332,0.08333333333333333,0.0625,0.08333333333333333,0.020833333333333332,0.041666666666666664,0.125,0.0,0.10416666666666667,0.041666666666666664,0.020833333333333332,0.08333333333333333,0.0625,0.0,0.020833333333333332,0.10416666666666667,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,12,4.0,12.0,5.999999999999999
Peter,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.12,0.02,0.0,0.04,0.06,0.02,0.12,0.0,0.18,0.08,0.04,0.1,0.02,0.04,0.0,0.04,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.0,0.0,11,4.545454545454546,11.0,4.9999999999999964
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
