Author,and,ye,shall,the,by,for,an,among,your,to,more,every,man,be,in,where,his,according,of,but,if,will,not,out,from,then,it,that,those,which,let,them,wherein,moreover,do,unto,as,lord,say,when,into,is,with,thereof,forth,have,their,these,are,one,they,whom,also,all,outward,without,there,he,may,many,him,wherewith,or,himself,upon,was,neither,whither,were,thence,other,hath,said,wherefore,cometh,me,thee,our,my,now,thine,therefore,thou,hast,thy,shalt,what,whereby,did,no,because,had,make,we,god,abundance,again,like,how,much,ever,than,would,thereon,yet,should,yea,therein,who,been,seest,her,doeth,thus,till,such,being,verily,must,some,hence,could,thereunto,lest,ought,didst,each,inasmuch,downward,whereto,therewith,whereof,whatsoever,once,thereby,shouldest,howsoever,throughout,becometh,henceforth,thereupon,became,oft,oftentimes,whosoever,underneath,whereunto,whence,whensoever,wherewithal,seemeth,hereof,whose,thyself,notwithstanding,whereon,soever,forthwith,therefrom,wheresoever,whoso,upward,a_percentage_use,n_percentage_use,d_percentage_use,y_percentage_use,e_percentage_use,s_percentage_use,h_percentage_use,l_percentage_use,i_percentage_use,v_percentage_use,t_percentage_use,b_percentage_use,o_percentage_use,f_percentage_use,r_percentage_use,c_percentage_use,m_percentage_use,g_percentage_use,u_percentage_use,w_percentage_use,p_percentage_use,k_percentage_use,x_percentage_use,q_percentage_use,z_percentage_use,j_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Zechariah,4.0,0.0,3.0,11.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06968641114982578,0.04878048780487805,0.05574912891986063,0.013937282229965157,0.1289198606271777,0.04878048780487805,0.1254355400696864,0.05226480836236934,0.059233449477351915,0.006968641114982578,0.10452961672473868,0.013937282229965157,0.06620209059233449,0.0313588850174216,0.06968641114982578,0.013937282229965157,0.017421602787456445,0.006968641114982578,0.020905923344947737,0.017421602787456445,0.017421602787456445,0.006968641114982578,0.0,0.0,0.0,0.0,70,4.1,35.0,40.99651567944251
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,5.0,1.0,9.0,14.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,5.0,4.0,0.0,1.0,0.0,4.0,1.0,2.0,0.0,3.0,1.0,0.0,1.0,3.0,4.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057692307692307696,0.051682692307692304,0.027644230769230768,0.019230769230769232,0.12620192307692307,0.06971153846153846,0.08533653846153846,0.04807692307692308,0.051682692307692304,0.010817307692307692,0.09495192307692307,0.02283653846153846,0.06129807692307692,0.018028846153846152,0.038461538461538464,0.020432692307692308,0.01201923076923077,0.013221153846153846,0.020432692307692308,0.01201923076923077,0.004807692307692308,0.004807692307692308,0.001201923076923077,0.0,0.0,0.0,201,4.1393034825870645,19.7,108.87259615384612
Mark,10.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09335443037974683,0.07911392405063292,0.0379746835443038,0.014240506329113924,0.10759493670886076,0.06645569620253164,0.08544303797468354,0.03322784810126582,0.061708860759493674,0.006329113924050633,0.10284810126582279,0.011075949367088608,0.058544303797468354,0.011075949367088608,0.04430379746835443,0.02531645569620253,0.022151898734177215,0.011075949367088608,0.030063291139240507,0.02689873417721519,0.012658227848101266,0.0015822784810126582,0.0,0.0,0.0,0.0031645569620253164,156,4.051282051282051,25.666666666666668,86.94620253164555
Luke,49.0,0.0,0.0,39.0,1.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,25.0,4.0,0.0,0.0,4.0,7.0,1.0,0.0,1.0,7.0,3.0,2.0,4.0,17.0,0.0,0.0,2.0,7.0,1.0,0.0,0.0,9.0,4.0,2.0,5.0,0.0,0.0,5.0,1.0,5.0,1.0,1.0,19.0,2.0,3.0,5.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08344671201814059,0.07346938775510205,0.053061224489795916,0.021768707482993196,0.1437641723356009,0.06031746031746032,0.08526077097505669,0.027664399092970523,0.04399092970521542,0.007709750566893424,0.10702947845804989,0.012698412698412698,0.07029478458049887,0.017687074829931974,0.04897959183673469,0.018140589569160998,0.023582766439909298,0.018594104308390022,0.029024943310657598,0.025396825396825397,0.016780045351473923,0.0036281179138321997,0.0,0.0,0.00045351473922902497,0.0058956916099773245,514,4.28988326848249,24.476190476190474,292.99863945578227
John,16.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,5.0,0.0,1.0,2.0,1.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,10.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08158995815899582,0.06903765690376569,0.04497907949790795,0.02301255230125523,0.1297071129707113,0.0700836820083682,0.09414225941422594,0.0198744769874477,0.05230125523012552,0.0041841004184100415,0.10669456066945607,0.011506276150627616,0.06171548117154812,0.012552301255230125,0.04079497907949791,0.014644351464435146,0.02510460251046025,0.011506276150627616,0.03765690376569038,0.032426778242677826,0.013598326359832637,0.008368200836820083,0.0,0.0,0.0,0.006276150627615063,240,3.9833333333333334,23.9,136.97175732217573
Paul,23.0,8.0,0.0,14.0,5.0,11.0,0.0,0.0,9.0,13.0,2.0,1.0,2.0,3.0,10.0,0.0,3.0,0.0,10.0,2.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,7.0,0.0,4.0,0.0,3.0,2.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,1.0,16.0,9.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07364341085271318,0.07142857142857142,0.04263565891472868,0.029900332225913623,0.11461794019933555,0.05703211517165006,0.05537098560354374,0.03599114064230343,0.048726467331118496,0.011627906976744186,0.08305647840531562,0.018826135105204873,0.10686600221483943,0.032668881506090805,0.06423034330011074,0.023255813953488372,0.018272425249169437,0.018826135105204873,0.04540420819490587,0.028792912513842746,0.006090808416389812,0.006090808416389812,0.0011074197120708748,0.0,0.0,0.0033222591362126247,434,4.161290322580645,21.7,252.9977851605758
Unknown(Hebrews),5.0,1.0,0.0,8.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07125890736342043,0.0665083135391924,0.0498812351543943,0.014251781472684086,0.13064133016627077,0.09263657957244656,0.07125890736342043,0.021377672209026127,0.07363420427553444,0.0023752969121140144,0.09263657957244656,0.011876484560570071,0.07600950118764846,0.0332541567695962,0.057007125890736345,0.023752969121140142,0.014251781472684086,0.019002375296912115,0.035629453681710214,0.026128266033254157,0.007125890736342043,0.0023752969121140144,0.0,0.0,0.0,0.004750593824228029,101,4.1683168316831685,33.666666666666664,49.997624703087894
James,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11458333333333333,0.09375,0.052083333333333336,0.0625,0.08333333333333333,0.03125,0.03125,0.041666666666666664,0.052083333333333336,0.0,0.10416666666666667,0.010416666666666666,0.11458333333333333,0.0,0.052083333333333336,0.03125,0.010416666666666666,0.041666666666666664,0.03125,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,30,3.2,30.0,18.0
Peter,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049019607843137254,0.09803921568627451,0.0196078431372549,0.0392156862745098,0.09803921568627451,0.049019607843137254,0.0784313725490196,0.0196078431372549,0.0784313725490196,0.00980392156862745,0.11764705882352941,0.00980392156862745,0.08823529411764706,0.00980392156862745,0.058823529411764705,0.029411764705882353,0.00980392156862745,0.049019607843137254,0.0392156862745098,0.00980392156862745,0.0196078431372549,0.00980392156862745,0.0,0.0,0.0,0.0,23,4.434782608695652,23.0,9.990196078431369
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
John(R),11.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07792207792207792,0.08311688311688312,0.07012987012987013,0.0025974025974025974,0.11428571428571428,0.05974025974025974,0.1038961038961039,0.04155844155844156,0.07792207792207792,0.007792207792207792,0.08051948051948052,0.0025974025974025974,0.07792207792207792,0.025974025974025976,0.046753246753246755,0.015584415584415584,0.02077922077922078,0.01818181818181818,0.01818181818181818,0.03636363636363636,0.012987012987012988,0.005194805194805195,0.0,0.0,0.0,0.0,98,3.9285714285714284,24.5,54.99999999999997
