Author,and,of,an,for,with,the,it,is,which,was,in,by,unto,lord,thereof,shall,be,one,shalt,thou,to,other,as,without,every,his,your,ye,their,throughout,do,no,therein,but,they,make,these,have,also,when,out,them,according,not,each,all,that,were,much,therefore,had,should,been,him,said,will,her,may,wherefore,my,say,hath,thee,now,those,seemeth,man,thus,he,yet,more,became,then,forth,himself,than,thyself,where,what,let,me,how,because,hast,again,howsoever,thy,into,god,there,or,whither,from,did,whom,such,downward,upward,are,like,who,ever,if,many,some,once,yea,upon,neither,we,our,shouldest,thine,didst,abundance,whence,wherein,would,till,whose,among,thence,moreover,whereon,whosoever,whoso,ought,must,being,cometh,whatsoever,lest,inasmuch,whereto,seest,therewith,whereof,thereby,outward,hence,becometh,whereby,henceforth,thereon,thereupon,doeth,thereunto,wherewith,oft,oftentimes,underneath,whereunto,whensoever,wherewithal,hereof,notwithstanding,verily,soever,could,forthwith,therefrom,wheresoever,a_percentage_use,n_percentage_use,d_percentage_use,t_percentage_use,e_percentage_use,h_percentage_use,p_percentage_use,r_percentage_use,o_percentage_use,f_percentage_use,l_percentage_use,u_percentage_use,m_percentage_use,i_percentage_use,g_percentage_use,w_percentage_use,b_percentage_use,s_percentage_use,c_percentage_use,v_percentage_use,y_percentage_use,k_percentage_use,x_percentage_use,z_percentage_use,j_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Zechariah,4.0,1.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09259259259259259,0.05555555555555555,0.05092592592592592,0.16203703703703703,0.13425925925925927,0.0787037037037037,0.009259259259259259,0.023148148148148147,0.05555555555555555,0.041666666666666664,0.041666666666666664,0.027777777777777776,0.018518518518518517,0.07407407407407407,0.004629629629629629,0.013888888888888888,0.018518518518518517,0.027777777777777776,0.023148148148148147,0.013888888888888888,0.023148148148148147,0.009259259259259259,0.0,0.0,0.0,0.0,63,3.4285714285714284,31.5,35.999999999999986
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,16.0,6.0,0.0,4.0,0.0,19.0,4.0,6.0,2.0,0.0,0.0,11.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07855626326963906,0.04883227176220807,0.03078556263269639,0.11464968152866242,0.12208067940552017,0.08386411889596602,0.013800424628450107,0.04883227176220807,0.050955414012738856,0.020169851380042462,0.037154989384288746,0.020169851380042462,0.01592356687898089,0.054140127388535034,0.01592356687898089,0.022292993630573247,0.01910828025477707,0.05201698513800425,0.018046709129511677,0.006369426751592357,0.027600849256900213,0.0010615711252653928,0.0021231422505307855,0.0,0.0010615711252653928,0.0,215,4.381395348837209,21.3,117.90552016985137
Mark,14.0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08620689655172414,0.07854406130268199,0.07088122605363985,0.08812260536398467,0.1475095785440613,0.08045977011494253,0.0019157088122605363,0.05555555555555555,0.05555555555555555,0.017241379310344827,0.02681992337164751,0.019157088122605363,0.0210727969348659,0.06130268199233716,0.013409961685823755,0.019157088122605363,0.009578544061302681,0.06896551724137931,0.01532567049808429,0.009578544061302681,0.011494252873563218,0.009578544061302681,0.0,0.0,0.0019157088122605363,0.0,129,4.046511627906977,21.166666666666668,69.96934865900383
Luke,45.0,16.0,0.0,2.0,7.0,39.0,1.0,0.0,5.0,1.0,3.0,3.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,17.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,2.0,0.0,1.0,22.0,0.0,1.0,0.0,0.0,7.0,1.0,14.0,0.0,2.0,0.0,3.0,9.0,4.0,2.0,2.0,15.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,7.0,4.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08014247551202137,0.07034728406055209,0.06411398040961709,0.10240427426536064,0.14113980409617097,0.091273374888691,0.020480854853072127,0.04986642920747997,0.06723063223508459,0.016918967052537846,0.02404274265360641,0.027604630454140695,0.02715939447907391,0.051647373107747106,0.020480854853072127,0.021816562778272486,0.014692787177203919,0.0427426536064114,0.032056990204808546,0.004452359750667854,0.020926090828138913,0.003116651825467498,0.0013357079252003562,0.0,0.002226179875333927,0.0004452359750667854,511,4.395303326810176,24.285714285714285,294.99866429207486
John,14.0,4.0,0.0,0.0,3.0,17.0,3.0,2.0,1.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,3.0,0.0,0.0,4.0,0.0,1.0,2.0,2.0,0.0,3.0,0.0,1.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08210332103321033,0.05627306273062731,0.033210332103321034,0.1088560885608856,0.13837638376383765,0.08671586715867159,0.01845018450184502,0.05166051660516605,0.05996309963099631,0.01937269372693727,0.02859778597785978,0.033210332103321034,0.02029520295202952,0.06549815498154982,0.017527675276752766,0.027675276752767528,0.012915129151291513,0.05166051660516605,0.025830258302583026,0.01014760147601476,0.011992619926199263,0.01014760147601476,0.0018450184501845018,0.0009225092250922509,0.008302583025830259,0.0,256,4.234375,25.5,138.98154981549814
Paul,13.0,18.0,0.0,2.0,7.0,22.0,0.0,7.0,11.0,0.0,10.0,2.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,2.0,5.0,10.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,4.0,4.0,2.0,1.0,1.0,0.0,8.0,0.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06376638855780692,0.08522050059594756,0.03814064362336114,0.07926102502979737,0.11442193087008343,0.08224076281287247,0.010131108462455305,0.054827175208581644,0.08104886769964244,0.03218116805721097,0.03456495828367104,0.025029797377830752,0.023837902264600714,0.08224076281287247,0.023241954707985697,0.02562574493444577,0.014898688915375448,0.054827175208581644,0.03158522050059595,0.010131108462455305,0.023241954707985697,0.004767580452920143,0.0,0.0,0.0017878426698450535,0.0005959475566150178,382,4.392670157068062,19.1,202.99761620977353
Unknown(Hebrews),0.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08677685950413223,0.0371900826446281,0.05785123966942149,0.09504132231404959,0.1487603305785124,0.10330578512396695,0.024793388429752067,0.049586776859504134,0.049586776859504134,0.024793388429752067,0.028925619834710745,0.008264462809917356,0.008264462809917356,0.05371900826446281,0.012396694214876033,0.0371900826446281,0.028925619834710745,0.06611570247933884,0.02066115702479339,0.012396694214876033,0.04132231404958678,0.0,0.0,0.0,0.004132231404958678,0.0,55,4.4,18.333333333333332,26.999999999999996
James,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0.1,0.0625,0.075,0.125,0.025,0.0125,0.075,0.0875,0.025,0.0375,0.075,0.025,0.0375,0.025,0.0125,0.025,0.025,0.0125,0.0125,0.0375,0.0,0.0,0.0,0.0125,0.0,18,4.444444444444445,18.0,10.999999999999995
Peter,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.056818181818181816,0.022727272727272728,0.07954545454545454,0.10227272727272728,0.06818181818181818,0.0,0.06818181818181818,0.06818181818181818,0.03409090909090909,0.06818181818181818,0.03409090909090909,0.022727272727272728,0.056818181818181816,0.022727272727272728,0.0,0.011363636363636364,0.06818181818181818,0.03409090909090909,0.056818181818181816,0.03409090909090909,0.0,0.0,0.0,0.0,0.0,17,5.176470588235294,17.0,9.0
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
John(R),15.0,11.0,0.0,2.0,1.0,11.0,1.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10823909531502424,0.08562197092084006,0.046849757673667204,0.08723747980613894,0.1260096930533118,0.07108239095315025,0.012924071082390954,0.05815831987075929,0.08077544426494346,0.029079159935379646,0.06462035541195477,0.014539579967689823,0.024232633279483037,0.048465266558966075,0.012924071082390954,0.012924071082390954,0.0210016155088853,0.051696284329563816,0.01938610662358643,0.008077544426494346,0.012924071082390954,0.0032310177705977385,0.0,0.0,0.0,0.0,161,3.8447204968944098,40.25,102.00000000000001
