Author,ye,have,what,did,unto,the,and,how,now,therefore,if,will,my,then,shall,be,me,all,for,is,of,an,these,are,which,thou,shalt,their,lord,him,said,that,hath,we,do,thee,in,may,when,with,ever,them,to,let,upon,not,into,or,it,whosoever,there,but,he,man,they,from,your,were,was,forth,out,god,because,thereof,as,by,lest,many,also,thy,no,other,make,thyself,his,wherefore,where,thus,say,neither,thereon,thine,hast,himself,her,who,seemeth,should,had,among,one,than,whither,whence,thence,yet,our,howsoever,would,shouldest,such,till,according,therein,didst,verily,without,again,could,abundance,much,must,throughout,more,whom,yea,like,every,whoso,cometh,moreover,whose,been,whereunto,wherein,became,whatsoever,being,hence,each,inasmuch,downward,whereto,seest,therewith,whereof,once,thereby,outward,becometh,henceforth,whereby,thereupon,doeth,thereunto,wherewith,oft,oftentimes,underneath,those,whensoever,wherewithal,hereof,notwithstanding,whereon,soever,forthwith,some,therefrom,wheresoever,upward,ought,y_percentage_use,e_percentage_use,h_percentage_use,a_percentage_use,v_percentage_use,s_percentage_use,n_percentage_use,w_percentage_use,t_percentage_use,i_percentage_use,d_percentage_use,u_percentage_use,o_percentage_use,g_percentage_use,p_percentage_use,b_percentage_use,r_percentage_use,l_percentage_use,m_percentage_use,f_percentage_use,c_percentage_use,k_percentage_use,x_percentage_use,q_percentage_use,z_percentage_use,j_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Zechariah,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007518796992481203,0.10526315789473684,0.11278195488721804,0.07518796992481203,0.0,0.08270676691729323,0.06766917293233082,0.015037593984962405,0.09022556390977443,0.09022556390977443,0.06015037593984962,0.007518796992481203,0.07518796992481203,0.007518796992481203,0.0,0.015037593984962405,0.10526315789473684,0.015037593984962405,0.0,0.015037593984962405,0.045112781954887216,0.007518796992481203,0.0,0.0,0.0,0.0,30,4.433333333333334,15.0,14.000000000000002
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,2.0,3.0,0.0,0.0,2.0,10.0,12.0,1.0,0.0,0.0,2.0,2.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,2.0,0.0,8.0,0.0,2.0,1.0,8.0,5.0,3.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020118343195266272,0.11479289940828402,0.10059171597633136,0.08875739644970414,0.004733727810650888,0.05088757396449704,0.06745562130177515,0.028402366863905324,0.09940828402366864,0.06035502958579882,0.047337278106508875,0.020118343195266272,0.05088757396449704,0.010650887573964497,0.008284023668639054,0.014201183431952662,0.02603550295857988,0.04497041420118343,0.02603550295857988,0.01775147928994083,0.016568047337278107,0.004733727810650888,0.0,0.0,0.0,0.001183431952662722,212,3.9858490566037736,21.1,126.92426035502957
Mark,0.0,1.0,1.0,1.0,4.0,7.0,16.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,4.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009868421052631578,0.11348684210526316,0.10526315789473684,0.1118421052631579,0.011513157894736841,0.05592105263157895,0.07072368421052631,0.02631578947368421,0.0805921052631579,0.06578947368421052,0.07730263157894737,0.02138157894736842,0.06085526315789474,0.018092105263157895,0.008223684210526315,0.006578947368421052,0.04111842105263158,0.03618421052631579,0.029605263157894735,0.019736842105263157,0.011513157894736841,0.011513157894736841,0.0,0.001644736842105263,0.0,0.004934210526315789,154,3.948051948051948,25.666666666666668,93.0
Luke,4.0,5.0,0.0,0.0,4.0,21.0,26.0,0.0,1.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0,4.0,14.0,8.0,0.0,1.0,1.0,9.0,3.0,0.0,0.0,0.0,3.0,4.0,15.0,0.0,0.0,0.0,1.0,14.0,3.0,1.0,1.0,0.0,3.0,10.0,1.0,0.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,10.0,5.0,7.0,2.0,3.0,2.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,2.0,0.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020379805465493284,0.11625752663270032,0.08012968967114405,0.08151922186197313,0.010653080129689671,0.058360352014821676,0.05604446503010653,0.018990273274664196,0.09402501157943492,0.06484483557202408,0.03473830477072719,0.02825382121352478,0.06113941639647985,0.013432144511347846,0.010189902732746642,0.01157943492357573,0.05094951366373321,0.031496062992125984,0.03473830477072719,0.024085224641037517,0.020379805465493284,0.002315886984715146,0.0004631773969430292,0.0,0.0018527095877721167,0.0018527095877721167,510,4.233333333333333,23.761904761904763,264.92867068087077
John,7.0,1.0,0.0,0.0,4.0,7.0,9.0,0.0,0.0,0.0,2.0,1.0,4.0,3.0,2.0,0.0,4.0,0.0,3.0,5.0,6.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02715466351829988,0.12987012987012986,0.06965761511216056,0.0743801652892562,0.0023612750885478157,0.06139315230224321,0.07083825265643448,0.0295159386068477,0.08618654073199528,0.06139315230224321,0.03541912632821724,0.02833530106257379,0.06375442739079103,0.012987012987012988,0.0023612750885478157,0.009445100354191263,0.048406139315230225,0.02715466351829988,0.04132231404958678,0.02715466351829988,0.015348288075560802,0.008264462809917356,0.0,0.0,0.0,0.010625737898465172,232,3.6508620689655173,22.8,121.94332939787485
Paul,5.0,2.0,0.0,0.0,2.0,32.0,10.0,0.0,2.0,2.0,4.0,2.0,1.0,0.0,2.0,4.0,0.0,6.0,6.0,9.0,18.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,8.0,1.0,8.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,15.0,1.0,0.0,11.0,2.0,2.0,3.0,0.0,3.0,8.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,7.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.13782051282051283,0.06153846153846154,0.0673076923076923,0.008974358974358974,0.05512820512820513,0.06923076923076923,0.023717948717948717,0.10576923076923077,0.06666666666666667,0.041025641025641026,0.01987179487179487,0.09102564102564102,0.017948717948717947,0.01217948717948718,0.02564102564102564,0.06474358974358975,0.029487179487179487,0.025,0.027564102564102563,0.013461538461538462,0.005128205128205128,0.0,0.0,0.000641025641025641,0.0038461538461538464,388,4.020618556701031,19.4,240.99871794871794
Unknown,0.0,1.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009202453987730062,0.1441717791411043,0.0950920245398773,0.06748466257668712,0.015337423312883436,0.05828220858895705,0.04294478527607362,0.012269938650306749,0.12576687116564417,0.05828220858895705,0.03987730061349693,0.015337423312883436,0.0950920245398773,0.006134969325153374,0.012269938650306749,0.02147239263803681,0.046012269938650305,0.03067484662576687,0.03067484662576687,0.03680981595092025,0.03374233128834356,0.003067484662576687,0.0,0.0,0.0,0.0,75,4.346666666666667,25.0,49.00000000000001
James,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02631578947368421,0.13157894736842105,0.02631578947368421,0.07894736842105263,0.02631578947368421,0.11842105263157894,0.07894736842105263,0.013157894736842105,0.07894736842105263,0.05263157894736842,0.02631578947368421,0.013157894736842105,0.07894736842105263,0.013157894736842105,0.02631578947368421,0.013157894736842105,0.07894736842105263,0.013157894736842105,0.02631578947368421,0.02631578947368421,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,18,4.222222222222222,18.0,12.000000000000009
Peter,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03296703296703297,0.0989010989010989,0.054945054945054944,0.0989010989010989,0.01098901098901099,0.12087912087912088,0.04395604395604396,0.02197802197802198,0.054945054945054944,0.06593406593406594,0.03296703296703297,0.03296703296703297,0.04395604395604396,0.03296703296703297,0.01098901098901099,0.03296703296703297,0.06593406593406594,0.07692307692307693,0.02197802197802198,0.02197802197802198,0.02197802197802198,0.0,0.0,0.0,0.0,0.0,18,5.055555555555555,18.0,5.9999999999999964
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
John,0.0,0.0,0.0,0.0,1.0,25.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01340033500837521,0.1306532663316583,0.08710217755443886,0.09380234505862646,0.008375209380234505,0.048576214405360134,0.06700167504187604,0.02847571189279732,0.11892797319932999,0.048576214405360134,0.06365159128978225,0.01675041876046901,0.07705192629815745,0.01507537688442211,0.01340033500837521,0.011725293132328308,0.05862646566164154,0.021775544388609715,0.02512562814070352,0.035175879396984924,0.010050251256281407,0.005025125628140704,0.0,0.0,0.0,0.0,155,3.8516129032258064,38.75,80.99832495812394
