Author,and,other,of,thou,shalt,make,them,the,underneath,thereof,they,shall,by,unto,with,that,it,may,be,not,from,in,upon,his,when,he,for,lord,all,there,an,have,as,were,to,cometh,out,like,which,their,thy,him,me,or,ever,is,do,one,without,into,then,but,also,therein,those,wherewith,was,because,are,if,ought,thus,according,thee,every,hast,whatsoever,now,let,did,had,said,what,ye,hath,man,among,no,some,again,yet,how,we,must,our,therefore,will,say,each,should,her,didst,thine,god,these,my,forth,whom,your,who,where,wherefore,yea,whereby,such,than,many,more,whose,much,till,whosoever,abundance,neither,lest,been,could,himself,inasmuch,downward,whereto,seest,therewith,wherein,thence,whereof,once,thereby,shouldest,being,outward,hence,howsoever,throughout,becometh,henceforth,thereon,thereupon,doeth,thereunto,became,moreover,oft,oftentimes,whither,would,whereunto,whence,whensoever,wherewithal,seemeth,hereof,thyself,notwithstanding,verily,whereon,soever,forthwith,therefrom,wheresoever,whoso,upward,a_percentage_use,n_percentage_use,d_percentage_use,t_percentage_use,w_percentage_use,o_percentage_use,h_percentage_use,e_percentage_use,r_percentage_use,i_percentage_use,g_percentage_use,s_percentage_use,f_percentage_use,l_percentage_use,u_percentage_use,m_percentage_use,k_percentage_use,p_percentage_use,v_percentage_use,c_percentage_use,b_percentage_use,y_percentage_use,j_percentage_use,q_percentage_use,z_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Zechariah,8.0,0.0,5.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08441558441558442,0.06818181818181818,0.045454545454545456,0.07467532467532467,0.00974025974025974,0.06818181818181818,0.11363636363636363,0.1331168831168831,0.03571428571428571,0.03571428571428571,0.012987012987012988,0.07142857142857142,0.016233766233766232,0.08441558441558442,0.032467532467532464,0.01948051948051948,0.006493506493506494,0.032467532467532464,0.003246753246753247,0.012987012987012988,0.02922077922077922,0.00974025974025974,0.0,0.0,0.0,0.0,80,3.85,40.0,53.00000000000002
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,17.0,1.0,4.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,8.0,7.0,1.0,4.0,0.0,1.0,2.0,0.0,3.0,6.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,5.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07631318136769079,0.06640237859266601,0.05054509415262636,0.08126858275520317,0.015857284440039643,0.06045589692765114,0.09018830525272548,0.12289395441030723,0.04558969276511397,0.049554013875123884,0.014866204162537165,0.05946481665014866,0.013875123885034688,0.03766105054509415,0.027750247770069375,0.02180376610505451,0.005946481665014866,0.01288404360753221,0.010901883052527254,0.01288404360753221,0.011892963330029732,0.02081268582755203,0.0,0.0,0.0,0.0019821605550049554,230,4.386956521739131,22.7,132.91179385530228
Mark,11.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,9.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08210526315789474,0.07157894736842105,0.06947368421052631,0.09473684210526316,0.035789473684210524,0.061052631578947365,0.0863157894736842,0.15578947368421053,0.05052631578947368,0.05473684210526316,0.008421052631578947,0.04842105263157895,0.016842105263157894,0.021052631578947368,0.021052631578947368,0.029473684210526315,0.00631578947368421,0.016842105263157894,0.00631578947368421,0.014736842105263158,0.010526315789473684,0.02526315789473684,0.0,0.0,0.002105263157894737,0.0,116,4.094827586206897,19.333333333333332,72.98947368421054
Luke,26.0,0.0,6.0,11.0,0.0,1.0,2.0,12.0,0.0,0.0,4.0,0.0,2.0,7.0,2.0,13.0,2.0,0.0,3.0,7.0,1.0,2.0,0.0,2.0,3.0,20.0,4.0,5.0,1.0,0.0,2.0,5.0,2.0,0.0,17.0,0.0,1.0,0.0,2.0,0.0,3.0,12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,8.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09239407861153649,0.06789178152118427,0.05053598774885146,0.0903522205206738,0.018887187340479835,0.07044410413476264,0.07299642674834099,0.10974987238386932,0.034201123021949976,0.059213884635017866,0.017355793772332824,0.059213884635017866,0.014803471158754467,0.025523226135783564,0.03573251659009699,0.03266972945380296,0.00816743236345074,0.012761613067891782,0.013272077590607452,0.021439509954058193,0.010209290454313425,0.017866258295048495,0.0030627871362940277,0.0005104645227156713,0.0010209290454313426,0.0,488,4.014344262295082,23.0,251.9402756508423
John,16.0,0.0,5.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,4.0,0.0,1.0,4.0,1.0,4.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09362279511533243,0.07327001356852103,0.06512890094979647,0.08548168249660787,0.029850746268656716,0.05698778833107191,0.09905020352781546,0.13704206241519673,0.028493894165535955,0.07869742198100407,0.013568521031207599,0.07327001356852103,0.013568521031207599,0.025780189959294438,0.014925373134328358,0.028493894165535955,0.004070556309362279,0.012211668928086838,0.0013568521031207597,0.012211668928086838,0.014925373134328358,0.0203527815468114,0.0027137042062415195,0.0,0.0,0.0,197,3.7411167512690353,19.6,118.98507462686564
Paul,10.0,0.0,7.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,4.0,7.0,3.0,2.0,1.0,8.0,2.0,1.0,9.0,9.0,1.0,10.0,0.0,4.0,4.0,9.0,8.0,1.0,14.0,1.0,0.0,6.0,1.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08248816768086545,0.06220419202163624,0.050033806626098715,0.09533468559837728,0.018255578093306288,0.050033806626098715,0.08519269776876268,0.13049357674104126,0.06017579445571332,0.07978363759296822,0.010818120351588911,0.06490872210953347,0.029749830966869506,0.04394861392832995,0.0290736984448952,0.021636240703177823,0.001352265043948614,0.014198782961460446,0.010818120351588911,0.0196078431372549,0.016227180527383367,0.016903313049357674,0.002704530087897228,0.0,0.001352265043948614,0.000676132521974307,384,3.8515625,19.15,234.99797160243412
Unknown,2.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10126582278481013,0.046413502109704644,0.0379746835443038,0.1308016877637131,0.03375527426160337,0.07172995780590717,0.0759493670886076,0.11814345991561181,0.06751054852320675,0.05485232067510549,0.0,0.0759493670886076,0.02109704641350211,0.016877637130801686,0.0379746835443038,0.0379746835443038,0.0,0.016877637130801686,0.004219409282700422,0.016877637130801686,0.016877637130801686,0.012658227848101266,0.004219409282700422,0.0,0.0,0.0,60,3.95,20.0,37.00000000000001
James,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13580246913580246,0.06172839506172839,0.024691358024691357,0.12345679012345678,0.024691358024691357,0.06172839506172839,0.14814814814814814,0.06172839506172839,0.04938271604938271,0.06172839506172839,0.012345679012345678,0.037037037037037035,0.037037037037037035,0.0,0.012345679012345678,0.037037037037037035,0.012345679012345678,0.012345679012345678,0.024691358024691357,0.012345679012345678,0.012345679012345678,0.024691358024691357,0.0,0.0,0.0,0.0,22,3.6818181818181817,22.0,11.987654320987646
Peter,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821917808219178,0.0684931506849315,0.0273972602739726,0.0684931506849315,0.0,0.1095890410958904,0.0136986301369863,0.0958904109589041,0.0684931506849315,0.0547945205479452,0.0273972602739726,0.1095890410958904,0.0547945205479452,0.0410958904109589,0.0547945205479452,0.0136986301369863,0.0136986301369863,0.0,0.0136986301369863,0.0273972602739726,0.0273972602739726,0.0273972602739726,0.0,0.0,0.0,0.0,18,4.055555555555555,18.0,11.999999999999996
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
John,11.0,0.0,11.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,3.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05040322580645161,0.07056451612903226,0.05443548387096774,0.1028225806451613,0.024193548387096774,0.08064516129032258,0.0907258064516129,0.1350806451612903,0.0846774193548387,0.07056451612903226,0.004032258064516129,0.0625,0.03225806451612903,0.028225806451612902,0.018145161290322582,0.016129032258064516,0.012096774193548387,0.014112903225806451,0.004032258064516129,0.012096774193548387,0.014112903225806451,0.018145161290322582,0.0,0.0,0.0,0.0,121,4.099173553719008,30.25,76.00000000000001
