Author,and,the,of,out,unto,to,with,him,when,they,it,were,because,he,had,in,which,ought,not,be,them,my,for,your,her,make,ye,our,shall,therein,said,let,me,what,say,will,much,according,as,but,his,their,we,do,one,that,is,if,every,then,man,was,more,than,all,these,are,therefore,among,each,upon,have,being,should,an,god,there,thee,thou,from,thy,who,by,did,again,where,thereon,shalt,also,now,lord,neither,into,would,thine,hath,therewith,wherefore,how,hast,may,whose,thereof,thus,without,yet,other,forth,whom,no,or,must,lest,many,yea,wherein,like,such,been,thence,whosoever,some,cometh,seemeth,could,himself,thyself,didst,inasmuch,downward,abundance,whereto,seest,whereof,whatsoever,once,thereby,shouldest,outward,hence,howsoever,throughout,becometh,whereby,henceforth,till,thereupon,doeth,thereunto,ever,became,moreover,wherewith,oft,oftentimes,whither,underneath,whereunto,whence,those,whensoever,wherewithal,hereof,notwithstanding,verily,whereon,soever,forthwith,therefrom,wheresoever,whoso,upward,a_percentage_use,n_percentage_use,d_percentage_use,h_percentage_use,m_percentage_use,o_percentage_use,r_percentage_use,t_percentage_use,e_percentage_use,f_percentage_use,s_percentage_use,c_percentage_use,w_percentage_use,u_percentage_use,j_percentage_use,b_percentage_use,i_percentage_use,l_percentage_use,y_percentage_use,g_percentage_use,v_percentage_use,p_percentage_use,k_percentage_use,x_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Zechariah,3.0,7.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09170305676855896,0.07423580786026202,0.0611353711790393,0.10043668122270742,0.013100436681222707,0.0611353711790393,0.056768558951965066,0.11353711790393013,0.13537117903930132,0.017467248908296942,0.06986899563318777,0.008733624454148471,0.004366812227074236,0.03056768558951965,0.008733624454148471,0.017467248908296942,0.05240174672489083,0.03056768558951965,0.0,0.021834061135371178,0.004366812227074236,0.008733624454148471,0.013100436681222707,0.0,0.0,0.0,57,4.017543859649122,28.5,30.995633187772928
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,12.0,11.0,5.0,6.0,4.0,4.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,4.0,7.0,1.0,0.0,3.0,1.0,0.0,0.0,7.0,0.0,8.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,7.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05627705627705628,0.05735930735930736,0.03787878787878788,0.08116883116883117,0.0183982683982684,0.07467532467532467,0.03787878787878788,0.11688311688311688,0.1331168831168831,0.020562770562770564,0.046536796536796536,0.011904761904761904,0.015151515151515152,0.03571428571428571,0.004329004329004329,0.0183982683982684,0.045454545454545456,0.03571428571428571,0.032467532467532464,0.016233766233766232,0.004329004329004329,0.006493506493506494,0.010822510822510822,0.0,0.0,0.0,230,4.017391304347826,22.5,128.91774891774892
Mark,11.0,3.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07425742574257425,0.07178217821782178,0.054455445544554455,0.10148514851485149,0.05198019801980198,0.06188118811881188,0.05693069306930693,0.09900990099009901,0.11138613861386139,0.0049504950495049506,0.05198019801980198,0.012376237623762377,0.01485148514851485,0.0297029702970297,0.0,0.024752475247524754,0.05693069306930693,0.024752475247524754,0.027227722772277228,0.009900990099009901,0.0024752475247524753,0.0024752475247524753,0.0049504950495049506,0.0,0.0,0.0,97,4.164948453608248,15.833333333333334,60.950495049504944
Luke,44.0,25.0,11.0,1.0,4.0,11.0,7.0,10.0,4.0,18.0,11.0,2.0,1.0,12.0,1.0,5.0,9.0,0.0,6.0,6.0,3.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,10.0,7.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,3.0,6.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08734804142278253,0.0675371454299865,0.05222872579918955,0.09320126069338136,0.0225123818099955,0.059882935614588025,0.05222872579918955,0.09635299414678072,0.12471859522737505,0.01620891490319676,0.04727600180099054,0.01936064835659613,0.025664115263394866,0.014858171994597028,0.0009004952723998199,0.012606933813597478,0.058982440342188205,0.02341287708239532,0.01846015308419631,0.01846015308419631,0.009004952723998198,0.010805943268797838,0.00765420981539847,0.0,0.0,0.0,545,4.0752293577981655,25.904761904761905,304.9396668167492
John,12.0,10.0,0.0,0.0,7.0,2.0,0.0,8.0,2.0,1.0,3.0,0.0,0.0,5.0,3.0,3.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,1.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10315533980582524,0.06553398058252427,0.05218446601941747,0.08980582524271845,0.043689320388349516,0.04975728155339806,0.02912621359223301,0.10558252427184465,0.125,0.010922330097087379,0.05218446601941747,0.012135922330097087,0.0412621359223301,0.02912621359223301,0.006067961165048544,0.01820388349514563,0.061893203883495146,0.02669902912621359,0.01699029126213592,0.006067961165048544,0.0024271844660194173,0.013349514563106795,0.012135922330097087,0.0,0.0,0.0,215,3.832558139534884,21.4,120.97330097087378
Paul,16.0,24.0,7.0,1.0,3.0,18.0,0.0,7.0,1.0,1.0,4.0,0.0,0.0,12.0,0.0,7.0,1.0,0.0,19.0,5.0,0.0,0.0,17.0,0.0,0.0,2.0,4.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,1.0,8.0,0.0,4.0,14.0,10.0,1.0,2.0,0.0,5.0,0.0,0.0,1.0,3.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,9.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688622754491018,0.06636726546906188,0.04091816367265469,0.09031936127744511,0.020958083832335328,0.08682634730538923,0.056387225548902194,0.1277445109780439,0.1282435129740519,0.02694610778443114,0.04840319361277445,0.00998003992015968,0.019461077844311378,0.029940119760479042,0.0029940119760479044,0.014970059880239521,0.05289421157684631,0.04241516966067864,0.016966067864271458,0.016467065868263474,0.01347305389221557,0.005988023952095809,0.007984031936127744,0.0,0.0,0.0,491,4.081466395112017,24.4,284.9955089820359
Unknown,0.0,5.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055401662049861494,0.055401662049861494,0.038781163434903045,0.08033240997229917,0.027700831024930747,0.08587257617728532,0.0664819944598338,0.10803324099722991,0.13573407202216067,0.04155124653739612,0.06371191135734072,0.0110803324099723,0.030470914127423823,0.027700831024930747,0.0,0.0110803324099723,0.06925207756232687,0.0332409972299169,0.013850415512465374,0.013850415512465374,0.008310249307479225,0.013850415512465374,0.002770083102493075,0.002770083102493075,0.0,0.0,93,3.881720430107527,31.0,56.9972299168975
James,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047058823529411764,0.023529411764705882,0.03529411764705882,0.09411764705882353,0.0,0.08235294117647059,0.07058823529411765,0.11764705882352941,0.08235294117647059,0.07058823529411765,0.08235294117647059,0.011764705882352941,0.058823529411764705,0.058823529411764705,0.0,0.023529411764705882,0.08235294117647059,0.03529411764705882,0.0,0.011764705882352941,0.0,0.0,0.011764705882352941,0.0,0.0,0.0,23,3.6956521739130435,23.0,14.999999999999996
Peter,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06818181818181818,0.06060606060606061,0.045454545454545456,0.03787878787878788,0.030303030303030304,0.09090909090909091,0.10606060606060606,0.07575757575757576,0.11363636363636363,0.030303030303030304,0.05303030303030303,0.030303030303030304,0.022727272727272728,0.030303030303030304,0.0,0.015151515151515152,0.06818181818181818,0.022727272727272728,0.03787878787878788,0.015151515151515152,0.030303030303030304,0.007575757575757576,0.007575757575757576,0.0,0.0,0.0,26,5.076923076923077,26.0,15.000000000000005
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
John,8.0,5.0,1.0,0.0,1.0,2.0,5.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08463251670378619,0.062360801781737196,0.0400890868596882,0.10244988864142539,0.0400890868596882,0.060133630289532294,0.04899777282850779,0.0957683741648107,0.10690423162583519,0.013363028953229399,0.042316258351893093,0.026726057906458798,0.0400890868596882,0.013363028953229399,0.0,0.004454342984409799,0.0935412026726058,0.028953229398663696,0.008908685968819599,0.0066815144766146995,0.013363028953229399,0.013363028953229399,0.008908685968819599,0.0,0.0,0.0,122,3.680327868852459,30.5,63.9554565701559
