Author,and,thou,shalt,do,that,which,is,in,the,of,lord,it,may,be,with,thee,unto,thy,to,out,all,thine,from,as,hath,when,what,our,god,then,say,we,were,upon,his,he,thence,these,for,shall,if,into,whither,many,than,them,make,no,neither,not,they,will,me,other,but,thus,ye,their,an,himself,are,did,because,more,would,had,your,therefore,him,wherefore,also,there,or,among,have,how,whereby,whom,moreover,those,by,once,lest,man,therein,like,was,every,wherein,without,whose,hast,forth,who,where,my,thyself,said,whosoever,thereof,now,according,yet,again,throughout,should,being,one,let,her,been,yea,ever,such,wherewith,till,each,doeth,cometh,ought,much,some,whereof,must,didst,inasmuch,downward,abundance,whereto,seest,therewith,whatsoever,thereby,shouldest,outward,hence,howsoever,becometh,henceforth,thereon,thereupon,thereunto,became,oft,oftentimes,underneath,whereunto,whence,whensoever,wherewithal,seemeth,hereof,notwithstanding,verily,whereon,soever,could,forthwith,therefrom,wheresoever,whoso,upward,a_percentage_use,n_percentage_use,d_percentage_use,t_percentage_use,h_percentage_use,o_percentage_use,u_percentage_use,s_percentage_use,l_percentage_use,w_percentage_use,i_percentage_use,c_percentage_use,r_percentage_use,g_percentage_use,e_percentage_use,f_percentage_use,m_percentage_use,y_percentage_use,b_percentage_use,p_percentage_use,k_percentage_use,j_percentage_use,v_percentage_use,z_percentage_use,x_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Zechariah,6.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,5.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838150289017341,0.09248554913294797,0.04046242774566474,0.06936416184971098,0.07225433526011561,0.08670520231213873,0.03468208092485549,0.06647398843930635,0.049132947976878616,0.005780346820809248,0.07803468208092486,0.008670520231213872,0.06069364161849711,0.014450867052023121,0.09248554913294797,0.031791907514450865,0.03757225433526012,0.017341040462427744,0.017341040462427744,0.023121387283236993,0.002890173410404624,0.005780346820809248,0.008670520231213872,0.0,0.0,0.0,82,4.219512195121951,41.0,55.999999999999986
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,14.0,12.0,0.0,0.0,6.0,1.0,1.0,2.0,6.0,3.0,8.0,0.0,0.0,0.0,1.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07985480943738657,0.06442831215970962,0.05716878402903811,0.10526315789473684,0.08076225045372051,0.06442831215970962,0.022686025408348458,0.041742286751361164,0.039927404718693285,0.024500907441016333,0.05535390199637023,0.009981851179673321,0.04900181488203267,0.015426497277676952,0.12522686025408347,0.017241379310344827,0.018148820326678767,0.008166969147005444,0.006352087114337568,0.0018148820326678765,0.0054446460980036296,0.0018148820326678765,0.019963702359346643,0.0,0.0,0.0,259,4.254826254826255,25.3,125.91470054446461
Mark,3.0,0.0,0.0,0.0,5.0,1.0,3.0,2.0,9.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08687615526802218,0.07393715341959335,0.02033271719038817,0.11090573012939002,0.08687615526802218,0.05545286506469501,0.0166358595194085,0.06839186691312385,0.04251386321626617,0.018484288354898338,0.036968576709796676,0.0073937153419593345,0.04990757855822551,0.0166358595194085,0.12014787430683918,0.018484288354898338,0.018484288354898338,0.018484288354898338,0.009242144177449169,0.014787430683918669,0.0073937153419593345,0.0,0.0073937153419593345,0.0,0.0,0.0,134,4.037313432835821,22.0,69.90573012939001
Luke,44.0,0.0,0.0,1.0,1.0,2.0,2.0,9.0,18.0,10.0,0.0,1.0,1.0,4.0,3.0,0.0,4.0,0.0,14.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,9.0,3.0,1.0,2.0,11.0,1.0,3.0,8.0,1.0,2.0,5.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,8.0,1.0,0.0,7.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09930830039525691,0.08053359683794467,0.058794466403162056,0.0825098814229249,0.06472332015810277,0.06521739130434782,0.02816205533596838,0.0533596837944664,0.02865612648221344,0.023221343873517788,0.058794466403162056,0.023221343873517788,0.05632411067193676,0.019762845849802372,0.1373517786561265,0.019762845849802372,0.0291501976284585,0.016798418972332016,0.015810276679841896,0.020256916996047432,0.005434782608695652,0.0004940711462450593,0.006422924901185771,0.0,0.001976284584980237,0.0014822134387351778,476,4.2521008403361344,22.571428571428573,243.99752964426884
John,18.0,0.0,0.0,1.0,9.0,3.0,8.0,6.0,11.0,2.0,0.0,1.0,2.0,1.0,7.0,0.0,6.0,0.0,2.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,18.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08423326133909287,0.07451403887688984,0.0367170626349892,0.0939524838012959,0.08747300215982722,0.05399568034557235,0.038876889848812095,0.08531317494600432,0.04103671706263499,0.04535637149028078,0.08099352051835854,0.01511879049676026,0.0367170626349892,0.01079913606911447,0.11555075593952484,0.029157667386609073,0.01511879049676026,0.0183585313174946,0.004319654427645789,0.004319654427645789,0.005399568034557235,0.005399568034557235,0.014038876889848811,0.0,0.0,0.0,247,3.748987854251012,24.7,156.9967602591792
Paul,18.0,1.0,0.0,1.0,9.0,7.0,8.0,6.0,18.0,14.0,7.0,2.0,1.0,6.0,6.0,1.0,2.0,0.0,6.0,1.0,3.0,0.0,2.0,3.0,1.0,1.0,1.0,8.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,13.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,4.0,3.0,0.0,3.0,2.0,5.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07674003569303986,0.07376561570493753,0.044021415823914334,0.08685306365258774,0.06841165972635337,0.08149910767400356,0.034503271861986914,0.0594883997620464,0.032123735871505056,0.024390243902439025,0.06841165972635337,0.02558001189767995,0.061867935752528254,0.02082093991671624,0.11124330755502677,0.030933967876264127,0.030933967876264127,0.021415823914336704,0.017251635930993457,0.011302795954788817,0.00297441998810232,0.005353955978584176,0.006543723973825104,0.0,0.000594883997620464,0.000594883997620464,394,4.266497461928934,19.7,215.99762046400951
Unknown,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07120743034055728,0.07430340557275542,0.03715170278637771,0.09907120743034056,0.07739938080495357,0.08978328173374613,0.034055727554179564,0.05263157894736842,0.02786377708978328,0.02786377708978328,0.03715170278637771,0.02476780185758514,0.07739938080495357,0.015479876160990712,0.13312693498452013,0.03715170278637771,0.018575851393188854,0.01238390092879257,0.018575851393188854,0.015479876160990712,0.009287925696594427,0.0030959752321981426,0.0030959752321981426,0.0,0.0,0.0,74,4.364864864864865,24.666666666666668,42.996904024767794
James,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619047619047616,0.06349206349206349,0.015873015873015872,0.047619047619047616,0.06349206349206349,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.031746031746031744,0.06349206349206349,0.015873015873015872,0.1111111111111111,0.015873015873015872,0.047619047619047616,0.047619047619047616,0.0,0.031746031746031744,0.0,0.0,0.0,0.0,0.0,0.0,18,3.5,18.0,9.98412698412698
Peter,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05785123966942149,0.049586776859504134,0.04132231404958678,0.1487603305785124,0.08264462809917356,0.09090909090909091,0.03305785123966942,0.05785123966942149,0.024793388429752067,0.008264462809917356,0.05785123966942149,0.008264462809917356,0.01652892561983471,0.049586776859504134,0.12396694214876033,0.049586776859504134,0.04132231404958678,0.008264462809917356,0.03305785123966942,0.008264462809917356,0.0,0.008264462809917356,0.0,0.0,0.0,0.0,35,3.4571428571428573,35.0,23.000000000000004
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
John,12.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,12.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08071748878923767,0.06950672645739911,0.08295964125560538,0.08520179372197309,0.07623318385650224,0.07847533632286996,0.013452914798206279,0.04484304932735426,0.02466367713004484,0.04484304932735426,0.06053811659192825,0.02466367713004484,0.0515695067264574,0.017937219730941704,0.15246636771300448,0.02466367713004484,0.006726457399103139,0.004484304932735426,0.013452914798206279,0.008968609865470852,0.020179372197309416,0.004484304932735426,0.008968609865470852,0.0,0.0,0.0,113,3.9469026548672566,28.25,68.0
