Author,and,the,lord,said,there,is,by,me,thou,shalt,upon,it,shall,to,my,that,will,thee,in,of,with,but,not,be,unto,like,these,were,which,thyself,no,man,neither,let,throughout,all,he,as,had,him,his,god,for,if,now,have,thy,among,our,thine,make,do,such,been,out,lest,whither,ye,their,other,whose,they,one,from,every,or,an,then,your,when,was,did,them,till,again,are,hath,should,whosoever,doeth,therein,thereof,also,much,many,because,into,who,hence,her,shouldest,hast,how,some,may,what,forth,where,whom,we,thus,say,more,became,according,cometh,would,those,whereunto,yet,yea,must,wherewith,wherefore,therefore,whatsoever,ought,without,could,being,verily,didst,each,inasmuch,downward,abundance,whereto,seest,therewith,wherein,thence,whereof,once,thereby,outward,howsoever,becometh,henceforth,whereby,thereon,thereupon,thereunto,ever,moreover,oft,oftentimes,underneath,whence,whensoever,wherewithal,seemeth,hereof,notwithstanding,whereon,soever,forthwith,than,himself,therefrom,wheresoever,whoso,upward,a_percentage_use,n_percentage_use,d_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,l_percentage_use,o_percentage_use,r_percentage_use,s_percentage_use,i_percentage_use,b_percentage_use,p_percentage_use,c_percentage_use,y_percentage_use,m_percentage_use,u_percentage_use,k_percentage_use,w_percentage_use,g_percentage_use,f_percentage_use,v_percentage_use,q_percentage_use,z_percentage_use,j_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Zechariah,2.0,7.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06217616580310881,0.06735751295336788,0.03626943005181347,0.10362694300518134,0.09844559585492228,0.12953367875647667,0.02072538860103627,0.09844559585492228,0.04145077720207254,0.09326424870466321,0.05181347150259067,0.0,0.031088082901554404,0.010362694300518135,0.025906735751295335,0.025906735751295335,0.02072538860103627,0.0051813471502590676,0.02072538860103627,0.015544041450777202,0.03626943005181347,0.0051813471502590676,0.0,0.0,0.0,0.0,50,3.86,25.0,31.000000000000004
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,11.0,29.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,5.0,0.0,0.0,4.0,14.0,0.0,1.0,0.0,2.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07513227513227513,0.06666666666666667,0.050793650793650794,0.0962962962962963,0.10264550264550265,0.1343915343915344,0.042328042328042326,0.05925925925925926,0.04338624338624339,0.056084656084656084,0.05925925925925926,0.006349206349206349,0.004232804232804233,0.01164021164021164,0.008465608465608466,0.020105820105820106,0.021164021164021163,0.009523809523809525,0.014814814814814815,0.021164021164021163,0.031746031746031744,0.004232804232804233,0.0010582010582010583,0.0,0.0021164021164021165,0.0,234,4.038461538461538,23.1,133.94285714285712
Mark,2.0,4.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06692160611854685,0.05162523900573614,0.032504780114722756,0.08986615678776291,0.09369024856596558,0.11281070745697896,0.02676864244741874,0.07648183556405354,0.04780114722753346,0.040152963671128104,0.06118546845124283,0.009560229445506692,0.0057361376673040155,0.01338432122370937,0.028680688336520075,0.03824091778202677,0.02676864244741874,0.0019120458891013384,0.011472275334608031,0.017208413001912046,0.03441682600382409,0.009560229445506692,0.0,0.0,0.0,0.0,137,3.8175182481751824,22.166666666666668,88.89674952198853
Luke,33.0,32.0,1.0,4.0,2.0,4.0,0.0,2.0,2.0,0.0,1.0,4.0,4.0,7.0,0.0,9.0,1.0,0.0,4.0,16.0,0.0,4.0,2.0,4.0,11.0,1.0,0.0,1.0,5.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,7.0,0.0,2.0,7.0,6.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,14.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07754010695187166,0.06363636363636363,0.05508021390374331,0.09304812834224599,0.08609625668449197,0.13155080213903744,0.031016042780748664,0.06470588235294118,0.06042780748663101,0.05401069518716577,0.059358288770053474,0.011764705882352941,0.011229946524064172,0.022994652406417113,0.017112299465240642,0.02085561497326203,0.022994652406417113,0.006417112299465241,0.019786096256684493,0.016577540106951873,0.022994652406417113,0.00909090909090909,0.0005347593582887701,0.0,0.0016042780748663102,0.0,445,4.202247191011236,20.857142857142858,247.96042780748667
John,14.0,10.0,2.0,7.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,1.0,5.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,10.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06633291614518148,0.056320400500625784,0.05506883604505632,0.08886107634543179,0.1113892365456821,0.14267834793491865,0.02252816020025031,0.060075093867334166,0.03504380475594493,0.0625782227784731,0.0688360450563204,0.02002503128911139,0.01376720901126408,0.010012515644555695,0.01877346683354193,0.03128911138923655,0.025031289111389236,0.0012515644555694619,0.02252816020025031,0.006257822277847309,0.008760951188986232,0.007509386733416771,0.0,0.0,0.006257822277847309,0.0,209,3.8229665071770333,20.8,126.94117647058823
Paul,16.0,27.0,5.0,0.0,0.0,7.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0,5.0,2.0,13.0,2.0,0.0,13.0,24.0,7.0,2.0,3.0,9.0,2.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,1.0,2.0,1.0,1.0,0.0,7.0,6.0,1.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07918552036199095,0.05203619909502263,0.0333710407239819,0.09558823529411764,0.07975113122171945,0.11368778280542986,0.03902714932126697,0.08540723981900453,0.06334841628959276,0.0661764705882353,0.0582579185520362,0.016402714932126698,0.00904977375565611,0.031108597285067874,0.020361990950226245,0.019230769230769232,0.04524886877828054,0.003393665158371041,0.023755656108597284,0.013009049773755657,0.03506787330316742,0.011312217194570135,0.0005656108597285068,0.0,0.003393665158371041,0.0,421,4.199524940617577,21.05,250.99773755656108
Unknown,3.0,9.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07166123778501629,0.06514657980456026,0.026058631921824105,0.10423452768729642,0.10749185667752444,0.1270358306188925,0.009771986970684038,0.07166123778501629,0.05537459283387622,0.0781758957654723,0.0781758957654723,0.003257328990228013,0.013029315960912053,0.029315960912052116,0.013029315960912053,0.019543973941368076,0.013029315960912053,0.003257328990228013,0.026058631921824105,0.016286644951140065,0.04560260586319218,0.016286644951140065,0.0,0.0,0.003257328990228013,0.0,76,4.0394736842105265,25.333333333333332,46.99674267100977
James,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09302325581395349,0.09302325581395349,0.046511627906976744,0.09302325581395349,0.06976744186046512,0.11627906976744186,0.023255813953488372,0.09302325581395349,0.023255813953488372,0.06976744186046512,0.11627906976744186,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.046511627906976744,0.023255813953488372,0.0,0.0,0.0,0.0,12,3.5833333333333335,12.0,7.000000000000002
Peter,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05128205128205128,0.08974358974358974,0.038461538461538464,0.05128205128205128,0.038461538461538464,0.07692307692307693,0.02564102564102564,0.08974358974358974,0.10256410256410256,0.05128205128205128,0.07692307692307693,0.0,0.0,0.038461538461538464,0.02564102564102564,0.01282051282051282,0.038461538461538464,0.01282051282051282,0.038461538461538464,0.05128205128205128,0.08974358974358974,0.0,0.0,0.0,0.0,0.0,15,5.2,15.0,6.9999999999999964
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
John,18.0,7.0,0.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,7.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10944206008583691,0.09227467811158799,0.05793991416309013,0.11373390557939914,0.05793991416309013,0.1223175965665236,0.0407725321888412,0.06652360515021459,0.02575107296137339,0.055793991416309016,0.06437768240343347,0.019313304721030045,0.017167381974248927,0.0,0.023605150214592276,0.032188841201716736,0.032188841201716736,0.015021459227467811,0.015021459227467811,0.02145922746781116,0.006437768240343348,0.004291845493562232,0.0,0.0,0.0,0.0,130,3.5846153846153848,32.25,79.99356223175964
