Author,and,they,every,one,whose,him,whom,his,the,lord,to,of,for,all,as,many,were,man,that,an,unto,with,was,them,did,it,their,which,had,in,be,by,said,hath,he,god,make,may,do,those,then,how,according,yet,from,much,more,than,throughout,let,neither,among,other,became,upon,thus,is,thereof,there,thereunto,but,without,into,therein,not,these,me,also,thou,shalt,my,have,her,out,thee,shall,now,our,thyself,therefore,thy,when,where,will,what,himself,who,thine,hast,inasmuch,or,because,no,forth,should,been,ever,moreover,if,your,ye,are,verily,yea,again,like,abundance,doeth,lest,cometh,till,wherefore,say,thence,whence,whatsoever,some,must,being,we,would,ought,such,didst,each,downward,whereto,seest,therewith,wherein,whereof,once,thereby,shouldest,outward,hence,howsoever,becometh,henceforth,whereby,thereon,thereupon,wherewith,oft,oftentimes,whither,whosoever,underneath,whereunto,whensoever,wherewithal,seemeth,hereof,notwithstanding,whereon,soever,could,forthwith,therefrom,wheresoever,whoso,upward,a_percentage_use,n_percentage_use,d_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,y_percentage_use,c_percentage_use,m_percentage_use,v_percentage_use,r_percentage_use,o_percentage_use,w_percentage_use,s_percentage_use,i_percentage_use,u_percentage_use,p_percentage_use,l_percentage_use,g_percentage_use,b_percentage_use,f_percentage_use,k_percentage_use,j_percentage_use,x_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Zechariah,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07589285714285714,0.10267857142857142,0.08482142857142858,0.08928571428571429,0.049107142857142856,0.16071428571428573,0.044642857142857144,0.0,0.017857142857142856,0.026785714285714284,0.04017857142857143,0.0625,0.013392857142857142,0.0625,0.044642857142857144,0.022321428571428572,0.017857142857142856,0.03571428571428571,0.004464285714285714,0.0,0.03125,0.013392857142857142,0.0,0.0,0.0,0.0,58,3.8620689655172415,29.0,36.99999999999999
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,16.0,3.0,2.0,1.0,0.0,1.0,0.0,4.0,12.0,1.0,2.0,8.0,0.0,2.0,0.0,0.0,1.0,1.0,5.0,0.0,6.0,0.0,3.0,4.0,0.0,3.0,1.0,2.0,3.0,1.0,2.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08054393305439331,0.07217573221757322,0.049163179916317995,0.09518828451882845,0.0899581589958159,0.11401673640167365,0.013598326359832637,0.01882845188284519,0.021966527196652718,0.006276150627615063,0.03765690376569038,0.0596234309623431,0.021966527196652718,0.0700836820083682,0.053347280334728034,0.02405857740585774,0.006276150627615063,0.029288702928870293,0.0198744769874477,0.009414225941422594,0.016736401673640166,0.007322175732217573,0.006276150627615063,0.0,0.0,0.0,230,4.156521739130435,22.6,131.92364016736406
Mark,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,9.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05502846299810247,0.07210626185958255,0.03795066413662239,0.1062618595825427,0.0777988614800759,0.12903225806451613,0.009487666034155597,0.024667931688804556,0.026565464895635674,0.011385199240986717,0.03984819734345351,0.07210626185958255,0.015180265654648957,0.058823529411764705,0.07210626185958255,0.030360531309297913,0.017077798861480076,0.030360531309297913,0.015180265654648957,0.007590132827324478,0.018975332068311195,0.003795066413662239,0.0,0.0,0.0,0.0,113,4.663716814159292,17.666666666666668,60.93168880455407
Luke,25.0,5.0,0.0,1.0,0.0,3.0,0.0,2.0,21.0,3.0,4.0,9.0,5.0,6.0,2.0,1.0,0.0,0.0,6.0,0.0,6.0,1.0,1.0,2.0,0.0,1.0,3.0,3.0,0.0,12.0,8.0,1.0,9.0,2.0,9.0,1.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,6.0,5.0,0.0,1.0,2.0,0.0,4.0,1.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08323895809739525,0.0696489241223103,0.04077010192525481,0.08833522083805209,0.07757644394110985,0.11098527746319366,0.01925254813137033,0.01698754246885617,0.02378255945639864,0.0056625141562853904,0.04360135900339751,0.0622876557191393,0.01698754246885617,0.07757644394110985,0.0622876557191393,0.01925254813137033,0.010192525481313703,0.03737259343148358,0.022083805209513023,0.013023782559456399,0.019818799546998868,0.007927519818799546,0.0,0.0,0.0,0.0011325028312570782,426,4.145539906103286,19.904761904761905,228.929784824462
John,14.0,7.0,0.0,0.0,1.0,2.0,0.0,3.0,16.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,4.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06385404789053592,0.05815279361459521,0.03420752565564424,0.10376282782212087,0.10490307867730901,0.14367160775370583,0.01596351197263398,0.013683010262257697,0.02508551881413911,0.011402508551881414,0.04104903078677309,0.0661345496009122,0.01710376282782212,0.04903078677309008,0.046750285062713795,0.019384264538198404,0.019384264538198404,0.0330672748004561,0.01710376282782212,0.014823261117445839,0.026225769669327253,0.005701254275940707,0.002280501710376283,0.0,0.0,0.0,214,4.098130841121495,21.4,120.93272519954387
Paul,17.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,18.0,1.0,11.0,16.0,11.0,4.0,4.0,4.0,0.0,1.0,14.0,0.0,8.0,5.0,7.0,1.0,1.0,0.0,0.0,4.0,1.0,13.0,4.0,10.0,0.0,3.0,3.0,7.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,7.0,0.0,1.0,0.0,9.0,0.0,1.0,0.0,9.0,0.0,5.0,4.0,0.0,0.0,3.0,7.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,3.0,9.0,4.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08162162162162162,0.07081081081081081,0.04,0.08702702702702703,0.0654054054054054,0.1,0.04216216216216216,0.023783783783783784,0.028648648648648647,0.011891891891891892,0.04972972972972973,0.0972972972972973,0.023783783783783784,0.055135135135135134,0.0654054054054054,0.044864864864864865,0.01027027027027027,0.025405405405405406,0.02054054054054054,0.016756756756756756,0.025945945945945945,0.0037837837837837837,0.004864864864864865,0.0,0.0,0.0,486,3.8065843621399176,24.3,292.99513513513506
Unknown,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08478802992518704,0.057356608478802994,0.029925187032418952,0.11221945137157108,0.08977556109725686,0.14463840399002495,0.007481296758104738,0.022443890274314215,0.02743142144638404,0.007481296758104738,0.04987531172069826,0.08229426433915212,0.029925187032418952,0.06733167082294264,0.04987531172069826,0.0199501246882793,0.014962593516209476,0.02743142144638404,0.017456359102244388,0.022443890274314215,0.022443890274314215,0.004987531172069825,0.0,0.004987531172069825,0.0,0.0,95,4.221052631578948,31.666666666666668,59.99750623441399
James,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.03,0.02,0.1,0.12,0.07,0.08,0.0,0.05,0.01,0.03,0.05,0.07,0.07,0.07,0.02,0.0,0.02,0.0,0.01,0.03,0.03,0.0,0.0,0.0,0.0,29,3.4482758620689653,29.0,19.00000000000001
Peter,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07142857142857142,0.03571428571428571,0.02857142857142857,0.12142857142857143,0.04285714285714286,0.12142857142857143,0.05714285714285714,0.014285714285714285,0.0,0.0,0.04285714285714286,0.05,0.03571428571428571,0.04285714285714286,0.08571428571428572,0.03571428571428571,0.02142857142857143,0.06428571428571428,0.014285714285714285,0.02857142857142857,0.07142857142857142,0.014285714285714285,0.0,0.0,0.0,0.0,37,3.7837837837837838,37.0,27.000000000000007
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
John,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.07142857142857142,0.05133928571428571,0.12053571428571429,0.08035714285714286,0.12946428571428573,0.022321428571428572,0.022321428571428572,0.026785714285714284,0.011160714285714286,0.05133928571428571,0.07142857142857142,0.026785714285714284,0.05133928571428571,0.0625,0.03571428571428571,0.011160714285714286,0.044642857142857144,0.011160714285714286,0.006696428571428571,0.020089285714285716,0.006696428571428571,0.0,0.0,0.0,0.0,106,4.226415094339623,26.5,57.99776785714286
