Author,and,his,the,to,were,for,him,are,of,those,which,when,unto,if,now,have,in,your,my,me,there,shalt,thou,therefore,let,thee,will,again,said,thy,according,as,he,with,all,their,they,it,was,is,wherefore,did,them,into,that,had,we,shall,ye,say,god,also,be,not,but,much,an,upon,out,from,hence,being,these,every,man,more,than,lest,our,because,wherein,one,other,do,then,could,therein,by,what,would,her,among,may,became,till,lord,forth,must,thus,no,neither,such,or,yet,hast,thine,without,thereon,some,himself,hath,like,should,whose,yea,who,where,didst,how,ever,whoso,cometh,becometh,abundance,thereof,make,whither,thereupon,thyself,wherewith,moreover,whom,hereof,thence,many,forthwith,ought,verily,thereby,each,inasmuch,downward,whereto,seest,therewith,whereof,whatsoever,been,once,shouldest,outward,howsoever,throughout,whereby,henceforth,thereunto,doeth,oft,oftentimes,whosoever,underneath,whereunto,whence,whensoever,wherewithal,seemeth,notwithstanding,whereon,soever,therefrom,wheresoever,upward,a_percentage_use,n_percentage_use,d_percentage_use,j_percentage_use,o_percentage_use,s_percentage_use,e_percentage_use,p_percentage_use,h_percentage_use,c_percentage_use,m_percentage_use,i_percentage_use,r_percentage_use,v_percentage_use,t_percentage_use,y_percentage_use,b_percentage_use,l_percentage_use,f_percentage_use,w_percentage_use,u_percentage_use,g_percentage_use,k_percentage_use,z_percentage_use,q_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Zechariah,3.0,1.0,9.0,1.0,0.0,2.0,0.0,1.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693,0.05351170568561873,0.043478260869565216,0.0033444816053511705,0.08695652173913043,0.07357859531772576,0.11371237458193979,0.006688963210702341,0.13377926421404682,0.006688963210702341,0.013377926421404682,0.043478260869565216,0.04013377926421405,0.006688963210702341,0.10033444816053512,0.016722408026755852,0.020066889632107024,0.056856187290969896,0.03678929765886288,0.016722408026755852,0.033444816053511704,0.006688963210702341,0.0033444816053511705,0.006688963210702341,0.0,0.0,73,4.095890410958904,36.5,46.0
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,14.0,1.0,13.0,4.0,2.0,0.0,4.0,0.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,3.0,3.0,5.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08383961117861483,0.07047387606318348,0.05589307411907655,0.004860267314702308,0.054678007290400975,0.06439854191980558,0.1324422843256379,0.014580801944106925,0.07290400972053462,0.018226002430133656,0.026731470230862697,0.05953827460510328,0.03402187120291616,0.013365735115431349,0.0911300121506683,0.026731470230862697,0.015795868772782502,0.03402187120291616,0.009720534629404616,0.019441069258809233,0.032806804374240585,0.020656136087484813,0.004860267314702308,0.0,0.0,0.0,195,4.220512820512821,19.4,104.96111786148236
Mark,9.0,0.0,10.0,0.0,2.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07926829268292683,0.09146341463414634,0.046747967479674794,0.0020325203252032522,0.06097560975609756,0.054878048780487805,0.13617886178861788,0.008130081300813009,0.07723577235772358,0.01016260162601626,0.03048780487804878,0.056910569105691054,0.036585365853658534,0.008130081300813009,0.0975609756097561,0.018292682926829267,0.006097560975609756,0.02032520325203252,0.014227642276422764,0.032520325203252036,0.034552845528455285,0.018292682926829267,0.0040650406504065045,0.0,0.0,0.0,123,4.0,20.166666666666668,71.94512195121952
Luke,29.0,2.0,34.0,10.0,2.0,8.0,8.0,2.0,27.0,0.0,7.0,3.0,13.0,0.0,0.0,3.0,7.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,5.0,1.0,0.0,5.0,8.0,3.0,4.0,1.0,4.0,2.0,1.0,5.0,0.0,1.0,7.0,0.0,10.0,1.0,0.0,3.0,18.0,2.0,2.0,4.0,6.0,8.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07126436781609195,0.0625287356321839,0.042298850574712644,0.0004597701149425287,0.0703448275862069,0.057931034482758624,0.1310344827586207,0.01793103448275862,0.07954022988505748,0.013793103448275862,0.020689655172413793,0.05425287356321839,0.049195402298850575,0.009655172413793104,0.08689655172413793,0.02528735632183908,0.013333333333333334,0.03494252873563218,0.02160919540229885,0.01885057471264368,0.029885057471264367,0.01839080459770115,0.0073563218390804595,0.0004597701149425287,0.0009195402298850574,0.0,511,4.256360078277886,24.142857142857142,291.93885057471255
John,10.0,2.0,12.0,1.0,0.0,2.0,1.0,1.0,5.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,4.0,0.0,7.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083223249669749,0.0607661822985469,0.05151915455746367,0.002642007926023778,0.046235138705416116,0.04491413474240423,0.1334214002642008,0.002642007926023778,0.083223249669749,0.009247027741083224,0.03830911492734478,0.071334214002642,0.035667107001321,0.021136063408190225,0.07926023778071334,0.02509907529722589,0.01453104359313078,0.0488771466314399,0.03302509907529723,0.017173051519154558,0.009247027741083224,0.009247027741083224,0.005284015852047556,0.0,0.0,0.001321003963011889,198,3.823232323232323,19.8,99.92734478203434
Paul,10.0,1.0,27.0,11.0,1.0,7.0,1.0,9.0,12.0,0.0,1.0,1.0,4.0,3.0,2.0,5.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,4.0,0.0,16.0,0.0,1.0,4.0,11.0,0.0,2.0,1.0,5.0,16.0,7.0,2.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,3.0,9.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722041259500543,0.06623235613463627,0.039630836047774155,0.006514657980456026,0.09717698154180239,0.04723127035830619,0.11834961997828447,0.015743756786102063,0.06677524429967427,0.017915309446254073,0.021172638436482084,0.05591748099891422,0.06351791530944625,0.011943539630836048,0.11074918566775244,0.02280130293159609,0.01031487513572204,0.03528773072747014,0.0249728555917481,0.02714440825190011,0.039630836047774155,0.017915309446254073,0.006514657980456026,0.0,0.0,0.0010857763300760044,462,3.987012987012987,23.05,268.9967426710098
Unknown,3.0,0.0,4.0,3.0,0.0,4.0,0.0,2.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06647398843930635,0.06069364161849711,0.028901734104046242,0.0,0.0953757225433526,0.06647398843930635,0.15606936416184972,0.005780346820809248,0.07514450867052024,0.02601156069364162,0.02023121387283237,0.049132947976878616,0.05491329479768786,0.017341040462427744,0.08959537572254335,0.014450867052023121,0.02601156069364162,0.028901734104046242,0.04046242774566474,0.011560693641618497,0.028901734104046242,0.02601156069364162,0.008670520231213872,0.0,0.0,0.002890173410404624,88,3.9318181818181817,29.333333333333332,54.99999999999999
James,4.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05223880597014925,0.06716417910447761,0.07462686567164178,0.0,0.07462686567164178,0.05970149253731343,0.12686567164179105,0.022388059701492536,0.05970149253731343,0.007462686567164179,0.014925373134328358,0.09701492537313433,0.05970149253731343,0.007462686567164179,0.09701492537313433,0.0,0.007462686567164179,0.04477611940298507,0.05970149253731343,0.022388059701492536,0.022388059701492536,0.014925373134328358,0.007462686567164179,0.0,0.0,0.0,28,4.785714285714286,28.0,15.999999999999998
Peter,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06349206349206349,0.047619047619047616,0.031746031746031744,0.0,0.06349206349206349,0.06349206349206349,0.1746031746031746,0.0,0.06349206349206349,0.015873015873015872,0.031746031746031744,0.047619047619047616,0.09523809523809523,0.0,0.07936507936507936,0.047619047619047616,0.06349206349206349,0.015873015873015872,0.015873015873015872,0.047619047619047616,0.0,0.015873015873015872,0.015873015873015872,0.0,0.0,0.0,15,4.2,15.0,8.999999999999996
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
John,12.0,0.0,9.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08608058608058608,0.0641025641025641,0.0641025641025641,0.0018315018315018315,0.08058608058608059,0.05128205128205128,0.13736263736263737,0.003663003663003663,0.08974358974358974,0.014652014652014652,0.014652014652014652,0.040293040293040296,0.047619047619047616,0.009157509157509158,0.09706959706959707,0.016483516483516484,0.018315018315018316,0.05860805860805861,0.02197802197802198,0.027472527472527472,0.029304029304029304,0.01282051282051282,0.007326007326007326,0.0,0.0018315018315018315,0.0018315018315018315,137,3.9854014598540144,34.25,80.99816849816854
